name	type	layer
R-HSA-1227986	Pathway	1
R-HSA-9006927	Pathway	1
R-HSA-8848021	Pathway	1
R-HSA-438064	Pathway	1
R-HSA-442755	Pathway	1
R-HSA-1250342	Pathway	1
R-HSA-1963642	Pathway	1
R-HSA-112314	Pathway	1
R-HSA-2219530	Pathway	1
R-HSA-6811558	Pathway	1
R-HSA-199418	Pathway	1
R-HSA-9006925	Pathway	1
R-HSA-9009391	Pathway	1
R-HSA-140834	Pathway	1
R-HSA-140877	Pathway	1
R-HSA-2046105	Pathway	1
R-HSA-2046106	Pathway	1
R-HSA-2046104	Pathway	1
R-HSA-8978868	Pathway	1
R-HSA-110362	Pathway	1
R-HSA-5685939	Pathway	1
R-HSA-69166	Pathway	1
R-HSA-69183	Pathway	1
R-HSA-174437	Pathway	1
R-HSA-174414	Pathway	1
R-HSA-69186	Pathway	1
R-HSA-5651801	Pathway	1
R-HSA-162594	Pathway	1
R-HSA-110373	Pathway	1
R-HSA-69190	Pathway	1
R-HSA-174417	Pathway	1
R-HSA-73933	Pathway	1
R-HSA-180786	Pathway	1
R-HSA-73884	Pathway	1
R-HSA-157579	Pathway	1
R-HSA-69239	Pathway	1
R-HSA-73886	Pathway	1
R-HSA-5693538	Pathway	1
R-HSA-69242	Pathway	1
R-HSA-5693532	Pathway	1
R-HSA-69306	Pathway	1
R-HSA-162587	Pathway	1
R-HSA-162906	Pathway	1
R-HSA-2033514	Pathway	1
R-HSA-1839130	Pathway	1
R-HSA-5655332	Pathway	1
R-HSA-1226099	Pathway	1
R-HSA-5654227	Pathway	1
R-HSA-190239	Pathway	1
R-HSA-5654710	Pathway	1
R-HSA-5654704	Pathway	1
R-HSA-5654706	Pathway	1
R-HSA-5654708	Pathway	1
R-HSA-5654732	Pathway	1
R-HSA-5654741	Pathway	1
R-HSA-109704	Pathway	1
R-HSA-190236	Pathway	1
R-HSA-2033515	Pathway	1
R-HSA-8853334	Pathway	1
R-HSA-190371	Pathway	1
R-HSA-190372	Pathway	1
R-HSA-3371511	Pathway	1
R-HSA-3371497	Pathway	1
R-HSA-3371453	Pathway	1
R-HSA-9679191	Pathway	1
R-HSA-9634638	Pathway	1
R-HSA-6785807	Pathway	1
R-HSA-450341	Pathway	1
R-HSA-450282	Pathway	1
R-HSA-450294	Pathway	1
R-HSA-448424	Pathway	1
R-HSA-6796648	Pathway	1
R-HSA-2559582	Pathway	1
R-HSA-975871	Pathway	1
R-HSA-168176	Pathway	1
R-HSA-168142	Pathway	1
R-HSA-2559580	Pathway	1
R-HSA-168164	Pathway	1
R-HSA-975138	Pathway	1
R-HSA-975155	Pathway	1
R-HSA-937061	Pathway	1
R-HSA-166166	Pathway	1
R-HSA-168181	Pathway	1
R-HSA-168138	Pathway	1
R-HSA-166058	Pathway	1
R-HSA-168188	Pathway	1
R-HSA-168179	Pathway	1
R-HSA-181438	Pathway	1
R-HSA-166016	Pathway	1
R-HSA-2559583	Pathway	1
R-HSA-171286	Pathway	1
R-HSA-167060	Pathway	1
R-HSA-9036866	Pathway	1
R-HSA-159782	Pathway	1
R-HSA-9918476	Pathway	1
R-HSA-9662834	Pathway	1
R-HSA-159854	Pathway	1
R-HSA-9733458	Pathway	1
R-HSA-5210891	Pathway	1
R-HSA-1912420	Pathway	1
R-HSA-1181150	Pathway	1
R-HSA-9694614	Pathway	1
R-HSA-175474	Pathway	1
R-HSA-9953170	Pathway	1
R-HSA-8963889	Pathway	1
R-HSA-9828806	Pathway	1
R-HSA-1592389	Pathway	1
R-HSA-9820960	Pathway	1
R-HSA-9768727	Pathway	1
R-HSA-1566948	Pathway	1
R-HSA-9820965	Pathway	1
R-HSA-9918485	Pathway	1
R-HSA-2173789	Pathway	1
R-HSA-8963899	Pathway	1
R-HSA-5339562	Pathway	1
R-HSA-9772572	Pathway	1
R-HSA-977225	Pathway	1
R-HSA-163841	Pathway	1
R-HSA-9772573	Pathway	1
R-HSA-6809371	Pathway	1
R-HSA-162599	Pathway	1
R-HSA-9664433	Pathway	1
R-HSA-9662851	Pathway	1
R-HSA-6805567	Pathway	1
R-HSA-9658195	Pathway	1
R-HSA-9824443	Pathway	1
R-HSA-9694516	Pathway	1
R-HSA-9839923	Pathway	1
R-HSA-9824439	Pathway	1
R-HSA-382551	Pathway	1
R-HSA-70263	Pathway	1
R-HSA-70171	Pathway	1
R-HSA-70326	Pathway	1
R-HSA-71387	Pathway	1
R-HSA-451307	Pathway	1
R-HSA-451306	Pathway	1
R-HSA-451308	Pathway	1
R-HSA-451326	Pathway	1
R-HSA-420499	Pathway	1
R-HSA-6794361	Pathway	1
R-HSA-6794362	Pathway	1
R-HSA-442660	Pathway	1
R-HSA-9022692	Pathway	1
R-HSA-8986944	Pathway	1
R-HSA-425407	Pathway	1
R-HSA-164525	Pathway	1
R-HSA-162585	Pathway	1
R-HSA-162589	Pathway	1
R-HSA-164516	Pathway	1
R-HSA-2025928	Pathway	1
R-HSA-173107	Pathway	1
R-HSA-180689	Pathway	1
R-HSA-162592	Pathway	1
R-HSA-210991	Pathway	1
R-HSA-162588	Pathway	1
R-HSA-9692916	Pathway	1
R-HSA-162909	Pathway	1
R-HSA-114608	Pathway	1
R-HSA-76005	Pathway	1
R-HSA-202733	Pathway	1
R-HSA-5362517	Pathway	1
R-HSA-209563	Pathway	1
R-HSA-8985586	Pathway	1
R-HSA-416550	Pathway	1
R-HSA-5666185	Pathway	1
R-HSA-193634	Pathway	1
R-HSA-193697	Pathway	1
R-HSA-5625970	Pathway	1
R-HSA-8849471	Pathway	1
R-HSA-2173791	Pathway	1
R-HSA-5627117	Pathway	1
R-HSA-5625900	Pathway	1
R-HSA-416572	Pathway	1
R-HSA-400685	Pathway	1
R-HSA-3928663	Pathway	1
R-HSA-5689896	Pathway	1
R-HSA-3928662	Pathway	1
R-HSA-5625740	Pathway	1
R-HSA-9013106	Pathway	1
R-HSA-4086400	Pathway	1
R-HSA-416482	Pathway	1
R-HSA-2682334	Pathway	1
R-HSA-193704	Pathway	1
R-HSA-3858494	Pathway	1
R-HSA-5663220	Pathway	1
R-HSA-8980692	Pathway	1
R-HSA-73887	Pathway	1
R-HSA-376176	Pathway	1
R-HSA-195258	Pathway	1
R-HSA-9012999	Pathway	1
R-HSA-194315	Pathway	1
R-HSA-9716542	Pathway	1
R-HSA-112313	Pathway	1
R-HSA-210455	Pathway	1
R-HSA-210500	Pathway	1
R-HSA-9958863	Pathway	1
R-HSA-9694719	Pathway	1
R-HSA-9683673	Pathway	1
R-HSA-975577	Pathway	1
R-HSA-977068	Pathway	1
R-HSA-975576	Pathway	1
R-HSA-4085001	Pathway	1
R-HSA-9683701	Pathway	1
R-HSA-9694548	Pathway	1
R-HSA-913709	Pathway	1
R-HSA-446219	Pathway	1
R-HSA-9694635	Pathway	1
R-HSA-446193	Pathway	1
R-HSA-5173105	Pathway	1
R-HSA-948021	Pathway	1
R-HSA-446203	Pathway	1
R-HSA-4090294	Pathway	1
