"Query","HGNC_ID","Source"
"TSPO","TSPO","biomart"
"TDP1","TDP1","biomart"
"SLC9A1","SLC9A1","biomart"
"AGTR1","AGTR1","biomart"
"ACVRL1","ACVRL1","biomart"
"PPM1A","PPM1A","biomart"
"ESR1","ESR1","biomart"
"RORC","RORC","biomart"
"PTK2B","PTK2B","biomart"
"NOS2","NOS2","biomart"
"COQ8B","COQ8B","biomart"
"MAOA","MAOA","biomart"
"MAPK10","MAPK10","biomart"
"FOLR2","FOLR2","biomart"
"MAG","MAG","biomart"
"HDAC9","HDAC9","biomart"
"PTGER3","PTGER3","biomart"
"DRD1","DRD1","biomart"
"G6PD","G6PD","biomart"
"BUB1","BUB1","biomart"
"PEPD","PEPD","biomart"
"FABP4","FABP4","biomart"
"IKBKB","IKBKB","biomart"
"TRPV3","TRPV3","biomart"
"CAMKK2","CAMKK2","biomart"
"ADORA1","ADORA1","biomart"
"CYP1A1","CYP1A1","biomart"
"PDGFRB","PDGFRB","biomart"
"PTGER1","PTGER1","biomart"
"SLC47A2","SLC47A2","biomart"
"KDM6B","KDM6B","biomart"
"FPR1","FPR1","biomart"
"GSTM1","GSTM1","biomart"
"SELL","SELL","biomart"
"PTGES2","PTGES2","biomart"
"ALPL","ALPL","biomart"
"CA2","CA2","biomart"
"LDHB","LDHB","biomart"
"PGC","PGC","biomart"
"PPARD","PPARD","biomart"
"AKT2","AKT2","biomart"
"AGTR2","AGTR2","biomart"
"ALOX12","ALOX12","biomart"
"SLC28A2","SLC28A2","biomart"
"ABCC9","ABCC9","biomart"
"NOS3","NOS3","biomart"
"DAPK1","DAPK1","biomart"
"PRKD3","PRKD3","biomart"
"ENPP2","ENPP2","biomart"
"CSNK1G2","CSNK1G2","biomart"
"GRK6","GRK6","biomart"
"CAMK2B","CAMK2B","biomart"
"TOP2A","TOP2A","biomart"
"FGF1","FGF1","biomart"
"POLA1","POLA1","biomart"
"NR1I3","NR1I3","biomart"
"MAPK14","MAPK14","biomart"
"GLI2","GLI2","biomart"
"F13A1","F13A1","biomart"
"PPP5C","PPP5C","biomart"
"DPP7","DPP7","biomart"
"PHLPP2","PHLPP2","biomart"
"FFAR1","FFAR1","biomart"
"AKT1","AKT1","biomart"
"UTS2R","UTS2R","biomart"
"AMPD2","AMPD2","biomart"
"CYP11B1","CYP11B1","biomart"
"CNR1","CNR1","biomart"
"NEK2","NEK2","biomart"
"BRAF","BRAF","biomart"
"PSMB2","PSMB2","biomart"
"RARB","RARB","biomart"
"SLC6A9","SLC6A9","biomart"
"DDO","DDO","biomart"
"PDE6D","PDE6D","biomart"
"P2RX3","P2RX3","biomart"
"FGFR1","FGFR1","biomart"
"CDC7","CDC7","biomart"
"HRH2","HRH2","biomart"
"FLT4","FLT4","biomart"
"METAP2","METAP2","biomart"
"NQO2","NQO2","biomart"
"AURKB","AURKB","biomart"
"HDAC2","HDAC2","biomart"
"THRA","THRA","biomart"
"CDA","CDA","biomart"
"JAK2","JAK2","biomart"
"PRKCQ","PRKCQ","biomart"
"EPHA2","EPHA2","biomart"
"DRD5","DRD5","biomart"
"NR4A1","NR4A1","biomart"
"KCNH2","KCNH2","biomart"
"TDP2","TDP2","biomart"
"PARP10","PARP10","biomart"
"MAP2K4","MAP2K4","biomart"
"HTR1D","HTR1D","biomart"
"FARS2","FARS2","biomart"
"SERPINH1","SERPINH1","biomart"
"GBA2","GBA2","biomart"
"FASN","FASN","biomart"
"DNM1","DNM1","biomart"
"PAM","PAM","biomart"
"MAP3K12","MAP3K12","biomart"
"CDK19","CDK19","biomart"
"LYN","LYN","biomart"
"PGF","PGF","biomart"
"BIRC2","BIRC2","biomart"
"DAGLB","DAGLB","biomart"
"CA3","CA3","biomart"
"GIPR","GIPR","biomart"
"PIK3C2B","PIK3C2B","biomart"
"FKBP5","FKBP5","biomart"
"AKR1B10","AKR1B10","biomart"
"FGFR3","FGFR3","biomart"
"LAP3","LAP3","biomart"
"LPAR1","LPAR1","biomart"
"KEAP1","KEAP1","biomart"
"BBOX1","BBOX1","biomart"
"MPI","MPI","biomart"
"ACLY","ACLY","biomart"
"HSP90B1","HSP90B1","biomart"
"PRKCD","PRKCD","biomart"
"DAPK3","DAPK3","biomart"
"LRRK2","LRRK2","biomart"
"ERAP2","ERAP2","biomart"
"PDGFRA","PDGFRA","biomart"
"SIGMAR1","SIGMAR1","biomart"
"IGFBP4","IGFBP4","biomart"
"GAK","GAK","biomart"
"ROS1","ROS1","biomart"
"SF3B3","SF3B3","biomart"
"SLC46A1","SLC46A1","biomart"
"PLG","PLG","biomart"
"TYK2","TYK2","biomart"
"STK3","STK3","biomart"
"MAP3K13","MAP3K13","biomart"
"CLK3","CLK3","biomart"
"CSF1R","CSF1R","biomart"
"ANPEP","ANPEP","biomart"
"PCSK7","PCSK7","biomart"
"CASP7","CASP7","biomart"
"SIRT1","SIRT1","biomart"
"ALDH2","ALDH2","biomart"
"STAT3","STAT3","biomart"
"TXK","TXK","biomart"
"CYP17A1","CYP17A1","biomart"
"RBP4","RBP4","biomart"
"ADK","ADK","biomart"
"PITRM1","PITRM1","biomart"
"LPAR2","LPAR2","biomart"
"S1PR3","S1PR3","biomart"
"PLA2G7","PLA2G7","biomart"
"PIK3R1","PIK3R1","biomart"
"MDM2","MDM2","biomart"
"VCP","VCP","biomart"
"SLC47A1","SLC47A1","biomart"
"GRK2","GRK2","biomart"
"TK1","TK1","biomart"
"ALOX15B","ALOX15B","biomart"
"PLAA","PLAA","biomart"
"SERPINE1","SERPINE1","biomart"
"CALM1","CALM1","biomart"
"ILK","ILK","biomart"
"STK17A","STK17A","biomart"
"NAE1","NAE1","biomart"
"TBXAS1","TBXAS1","biomart"
"AKR1C2","AKR1C2","biomart"
"CD81","CD81","biomart"
"SYK","SYK","biomart"
"MET","MET","biomart"
"ABCG2","ABCG2","biomart"
"CSNK2A2","CSNK2A2","biomart"
"ROCK2","ROCK2","biomart"
"CFTR","CFTR","biomart"
"TGFBR1","TGFBR1","biomart"
"KDM4B","KDM4B","biomart"
"NEK6","NEK6","biomart"
"PTGER4","PTGER4","biomart"
"GYS1","GYS1","biomart"
"FABP1","FABP1","biomart"
"HTR1E","HTR1E","biomart"
"MTOR","MTOR","biomart"
"ITGAL","ITGAL","biomart"
"PPP3CA","PPP3CA","biomart"
"FOLH1","FOLH1","biomart"
"SNCA","SNCA","biomart"
"ADAM17","ADAM17","biomart"
"GUSB","GUSB","biomart"
"PDE1C","PDE1C","biomart"
"PAOX","PAOX","biomart"
"NFKB1","NFKB1","biomart"
"SLC16A3","SLC16A3","biomart"
"GRM3","GRM3","biomart"
"TPMT","TPMT","biomart"
"NAAA","NAAA","biomart"
"BIRC3","BIRC3","biomart"
"GABRR1","GABRR1","biomart"
"PIK3CG","PIK3CG","biomart"
"PPP2CA","PPP2CA","biomart"
"PPM1B","PPM1B","biomart"
"IRAK4","IRAK4","biomart"
"PDPK1","PDPK1","biomart"
"HMGCR","HMGCR","biomart"
"FYN","FYN","biomart"
"DHODH","DHODH","biomart"
"BAD","BAD","biomart"
"ENPEP","ENPEP","biomart"
"NPY5R","NPY5R","biomart"
"DUSP3","DUSP3","biomart"
"SLC29A1","SLC29A1","biomart"
"PTPN22","PTPN22","biomart"
"SLC13A5","SLC13A5","biomart"
"CTBP2","CTBP2","biomart"
"MAP2K3","MAP2K3","biomart"
"IL6ST","IL6ST","biomart"
"NR3C1","NR3C1","biomart"
"AADAT","AADAT","biomart"
"SPSB2","SPSB2","biomart"
"METAP1","METAP1","biomart"
"FKBP4","FKBP4","biomart"
"LPAR3","LPAR3","biomart"
"SNRK","SNRK","biomart"
"RARA","RARA","biomart"
"PIK3CB","PIK3CB","biomart"
"PRMT1","PRMT1","biomart"
"PIK3CA","PIK3CA","biomart"
"PIP5K1C","PIP5K1C","biomart"
"IMPDH1","IMPDH1","biomart"
"AKR1C1","AKR1C1","biomart"
"CLK1","CLK1","biomart"
"NR1H2","NR1H2","biomart"
"KDM2A","KDM2A","biomart"
"RARG","RARG","biomart"
"CXCR2","CXCR2","biomart"
"ACE","ACE","biomart"
"PTGIR","PTGIR","biomart"
"ST6GAL1","ST6GAL1","biomart"
"MAP3K8","MAP3K8","biomart"
"IDE","IDE","biomart"
"ACHE","ACHE","biomart"
"P2RY12","P2RY12","biomart"
"OAT","OAT","biomart"
"CASP3","CASP3","biomart"
"KAT2B","KAT2B","biomart"
"CYP1B1","CYP1B1","biomart"
"LPAR5","LPAR5","biomart"
"PI4KB","PI4KB","biomart"
"PREP","PREP","biomart"
"SSTR5","SSTR5","biomart"
"STK38","STK38","biomart"
"KCNN4","KCNN4","biomart"
"MAPKAPK2","MAPKAPK2","biomart"
"HDAC1","HDAC1","biomart"
"EIF2AK2","EIF2AK2","biomart"
"CACNA2D1","CACNA2D1","biomart"
"LTA4H","LTA4H","biomart"
"EPHB3","EPHB3","biomart"
"PRKCB","PRKCB","biomart"
"UPP1","UPP1","biomart"
"PLA2G4A","PLA2G4A","biomart"
"RELA","RELA","biomart"
"HRH1","HRH1","biomart"
"ICMT","ICMT","biomart"
"C3AR1","C3AR1","biomart"
"NFE2L2","NFE2L2","biomart"
"STAT1","STAT1","biomart"
"PTGFR","PTGFR","biomart"
"ATP1A1","ATP1A1","biomart"
"NTSR2","NTSR2","biomart"
"BCAT2","BCAT2","biomart"
"GRM5","GRM5","biomart"
"CTSD","CTSD","biomart"
"ABCB1","ABCB1","biomart"
"MGLL","MGLL","biomart"
"S1PR1","S1PR1","biomart"
"EPHX1","EPHX1","biomart"
"MAPK3","MAPK3","biomart"
"CDK6","CDK6","biomart"
"TNNI3K","TNNI3K","biomart"
"GAPDH","GAPDH","biomart"
"RHOA","RHOA","biomart"
"SLC6A13","SLC6A13","biomart"
"SLC6A12","SLC6A12","biomart"
"CA4","CA4","biomart"
"QPCT","QPCT","biomart"
"SLC33A1","SLC33A1","biomart"
"CYP51A1","CYP51A1","biomart"
"STK39","STK39","biomart"
"MERTK","MERTK","biomart"
"SLC6A4","SLC6A4","biomart"
"CAPN2","CAPN2","biomart"
"NR1H3","NR1H3","biomart"
"ODC1","ODC1","biomart"
"NOTUM","NOTUM","biomart"
"ESRRA","ESRRA","biomart"
"CCR2","CCR2","biomart"
"TNK2","TNK2","biomart"
"GPR35","GPR35","biomart"
"ERBB2","ERBB2","biomart"
"CES2","CES2","biomart"
"IL6","IL6","biomart"
"AHR","AHR","biomart"
"GPER1","GPER1","biomart"
"THRB","THRB","biomart"
"TBK1","TBK1","biomart"
"SPHK1","SPHK1","biomart"
"PRKCA","PRKCA","biomart"
"CHRM2","CHRM2","biomart"
"CPT1A","CPT1A","biomart"
"RPS6KB1","RPS6KB1","biomart"
"CPT2","CPT2","biomart"
"PTPN11","PTPN11","biomart"
"FEN1","FEN1","biomart"
"PYGM","PYGM","biomart"
"GFPT1","GFPT1","biomart"
"AMPD3","AMPD3","biomart"
"CDK5","CDK5","biomart"
"HDAC11","HDAC11","biomart"
"KDM3A","KDM3A","biomart"
"CHRM3","CHRM3","biomart"
"F3","F3","biomart"
"KDM5B","KDM5B","biomart"
"GSTK1","GSTK1","biomart"
"NAMPT","NAMPT","biomart"
"CTNNB1","CTNNB1","biomart"
"PDK1","PDK1","biomart"
"IGFBP5","IGFBP5","biomart"
"ATIC","ATIC","biomart"
"DAGLA","DAGLA","biomart"
"CPB1","CPB1","biomart"
"IMPDH2","IMPDH2","biomart"
"TRPV1","TRPV1","biomart"
"CASP8","CASP8","biomart"
"HSPA8","HSPA8","biomart"
"EPHB4","EPHB4","biomart"
"AKR1B1","AKR1B1","biomart"
"KDM4A","KDM4A","biomart"
"EPHB1","EPHB1","biomart"
"SCN5A","SCN5A","biomart"
"EGLN1","EGLN1","biomart"
"HDAC5","HDAC5","biomart"
"FAAH","FAAH","biomart"
"MYLK","MYLK","biomart"
"ABHD6","ABHD6","biomart"
"GRB2","GRB2","biomart"
"PTPRF","PTPRF","biomart"
"KDM1A","KDM1A","biomart"
"TTL","TTL","biomart"
"PDE1A","PDE1A","biomart"
"IDH1","IDH1","biomart"
"NTRK1","NTRK1","biomart"
"DSTYK","DSTYK","biomart"
"PGD","PGD","biomart"
"CA14","CA14","biomart"
"FAP","FAP","biomart"
"LYPLA2","LYPLA2","biomart"
"SORT1","SORT1","biomart"
"SELP","SELP","biomart"
"DNPEP","DNPEP","biomart"
"GNPAT","GNPAT","biomart"
"MAP3K20","MAP3K20","biomart"
"NLRP3","NLRP3","biomart"
"PIK3CD","PIK3CD","biomart"
"RASGRP3","RASGRP3","biomart"
"LCK","LCK","biomart"
"KHK","KHK","biomart"
"ST3GAL3","ST3GAL3","biomart"
"RNASEH1","RNASEH1","biomart"
"SOAT1","SOAT1","biomart"
"KYNU","KYNU","biomart"
"PLA2G5","PLA2G5","biomart"
"CTSK","CTSK","biomart"
"AKR1A1","AKR1A1","biomart"
"PLA2G2A","PLA2G2A","biomart"
"AMY1A","AMY1A","biomart"
"CTSS","CTSS","biomart"
"GPBAR1","GPBAR1","biomart"
"HDAC4","HDAC4","biomart"
"HTR2B","HTR2B","biomart"
"ACP1","ACP1","biomart"
"PARP1","PARP1","biomart"
"HSD17B7","HSD17B7","biomart"
"PTAFR","PTAFR","biomart"
"FUCA1","FUCA1","biomart"
"CTSE","CTSE","biomart"
"HSD11B1","HSD11B1","biomart"
"MKNK1","MKNK1","biomart"
"RNPEP","RNPEP","biomart"
"LGALS8","LGALS8","biomart"
"RXRG","RXRG","biomart"
"FGR","FGR","biomart"
"DPYD","DPYD","biomart"
"FABP3","FABP3","biomart"
"KMO","KMO","biomart"
"PPP2R5A","PPP2R5A","biomart"
"JAK1","JAK1","biomart"
"AADAT","AADAT","hgnc_dataset"
"AAK1","AAK1","hgnc_dataset"
"ABAT","ABAT","hgnc_dataset"
"ABCB1","ABCB1","hgnc_dataset"
"ABCB11","ABCB11","hgnc_dataset"
"ABCC1","ABCC1","hgnc_dataset"
"ABCC9","ABCC9","hgnc_dataset"
"ABCG2","ABCG2","hgnc_dataset"
"ABHD6","ABHD6","hgnc_dataset"
"ABL1","ABL1","hgnc_dataset"
"ACACB","ACACB","hgnc_dataset"
"ACE","ACE","hgnc_dataset"
"ACE2","ACE2","hgnc_dataset"
"ACHE","ACHE","hgnc_dataset"
"ACLY","ACLY","hgnc_dataset"
"ACP1","ACP1","hgnc_dataset"
"ACVRL1","ACVRL1","hgnc_dataset"
"ADA","ADA","hgnc_dataset"
"ADAM9","ADAM9","hgnc_dataset"
"ADAM10","ADAM10","hgnc_dataset"
"ADAM12","ADAM12","hgnc_dataset"
"ADAM17","ADAM17","hgnc_dataset"
"ADAMTS5","ADAMTS5","hgnc_dataset"
"ADCY1","ADCY1","hgnc_dataset"
"ADCY5","ADCY5","hgnc_dataset"
"ADCY10","ADCY10","hgnc_dataset"
"ADH1A","ADH1A","hgnc_dataset"
"ADH1B","ADH1B","hgnc_dataset"
"ADH1C","ADH1C","hgnc_dataset"
"ADK","ADK","hgnc_dataset"
"ADORA1","ADORA1","hgnc_dataset"
"ADORA2A","ADORA2A","hgnc_dataset"
"ADORA2B","ADORA2B","hgnc_dataset"
"ADORA3","ADORA3","hgnc_dataset"
"ADRA1A","ADRA1A","hgnc_dataset"
"ADRA1B","ADRA1B","hgnc_dataset"
"ADRA1D","ADRA1D","hgnc_dataset"
"ADRA2A","ADRA2A","hgnc_dataset"
"ADRA2B","ADRA2B","hgnc_dataset"
"ADRA2C","ADRA2C","hgnc_dataset"
"ADRB1","ADRB1","hgnc_dataset"
"ADRB2","ADRB2","hgnc_dataset"
"ADRB3","ADRB3","hgnc_dataset"
"AGTR1","AGTR1","hgnc_dataset"
"AGTR2","AGTR2","hgnc_dataset"
"AHCY","AHCY","hgnc_dataset"
"AHR","AHR","hgnc_dataset"
"AKR1A1","AKR1A1","hgnc_dataset"
"AKR1B1","AKR1B1","hgnc_dataset"
"AKR1B10","AKR1B10","hgnc_dataset"
"AKR1C1","AKR1C1","hgnc_dataset"
"AKR1C2","AKR1C2","hgnc_dataset"
"AKR1C3","AKR1C3","hgnc_dataset"
"AKR1C4","AKR1C4","hgnc_dataset"
"AKT1","AKT1","hgnc_dataset"
"AKT2","AKT2","hgnc_dataset"
"ALB","ALB","hgnc_dataset"
"ALDH2","ALDH2","hgnc_dataset"
"ALK","ALK","hgnc_dataset"
"ALOX5","ALOX5","hgnc_dataset"
"ALOX5AP","ALOX5AP","hgnc_dataset"
"ALOX12","ALOX12","hgnc_dataset"
"ALOX15","ALOX15","hgnc_dataset"
"ALOX15B","ALOX15B","hgnc_dataset"
"ESR1","ESR1","hgnc_dataset"
"ESR2","ESR2","hgnc_dataset"
"ESRRA","ESRRA","hgnc_dataset"
"ESRRB","ESRRB","hgnc_dataset"
"ESRRG","ESRRG","hgnc_dataset"
"EZR","EZR","hgnc_dataset"
"F2","F2","hgnc_dataset"
"F2R","F2R","hgnc_dataset"
"F2RL1","F2RL1","hgnc_dataset"
"F3","F3","hgnc_dataset"
"F7","F7","hgnc_dataset"
"F9","F9","hgnc_dataset"
"F10","F10","hgnc_dataset"
"F12","F12","hgnc_dataset"
"F13A1","F13A1","hgnc_dataset"
"FAAH","FAAH","hgnc_dataset"
"FABP1","FABP1","hgnc_dataset"
"FABP2","FABP2","hgnc_dataset"
"FABP3","FABP3","hgnc_dataset"
"FABP4","FABP4","hgnc_dataset"
"FABP5","FABP5","hgnc_dataset"
"FADS1","FADS1","hgnc_dataset"
"FAP","FAP","hgnc_dataset"
"FARS2","FARS2","hgnc_dataset"
"FASN","FASN","hgnc_dataset"
"FBP1","FBP1","hgnc_dataset"
"FCER2","FCER2","hgnc_dataset"
"FDFT1","FDFT1","hgnc_dataset"
"FEN1","FEN1","hgnc_dataset"
"FFAR1","FFAR1","hgnc_dataset"
"FFAR2","FFAR2","hgnc_dataset"
"FFAR4","FFAR4","hgnc_dataset"
"FGF1","FGF1","hgnc_dataset"
"FGF2","FGF2","hgnc_dataset"
"FGFR1","FGFR1","hgnc_dataset"
"FGFR3","FGFR3","hgnc_dataset"
"FGR","FGR","hgnc_dataset"
"FKBP1A","FKBP1A","hgnc_dataset"
"FKBP4","FKBP4","hgnc_dataset"
"FKBP5","FKBP5","hgnc_dataset"
"FLT1","FLT1","hgnc_dataset"
"FLT3","FLT3","hgnc_dataset"
"FLT4","FLT4","hgnc_dataset"
"FOLH1","FOLH1","hgnc_dataset"
"FOLR1","FOLR1","hgnc_dataset"
"FOLR2","FOLR2","hgnc_dataset"
"FPGS","FPGS","hgnc_dataset"
"FPR1","FPR1","hgnc_dataset"
"FPR2","FPR2","hgnc_dataset"
"FRK","FRK","hgnc_dataset"
"FTO","FTO","hgnc_dataset"
"FUCA1","FUCA1","hgnc_dataset"
"FURIN","FURIN","hgnc_dataset"
"FUT4","FUT4","hgnc_dataset"
"FUT7","FUT7","hgnc_dataset"
"FYN","FYN","hgnc_dataset"
"G6PD","G6PD","hgnc_dataset"
"GAA","GAA","hgnc_dataset"
"GABBR1","GABBR1","hgnc_dataset"
"GABRA5","GABRA5","hgnc_dataset"
"GABRR1","GABRR1","hgnc_dataset"
"GAK","GAK","hgnc_dataset"
"GAPDH","GAPDH","hgnc_dataset"
"GART","GART","hgnc_dataset"
"GBA2","GBA2","hgnc_dataset"
"GCG","GCG","hgnc_dataset"
"GCGR","GCGR","hgnc_dataset"
"GCK","GCK","hgnc_dataset"
"GCLC","GCLC","hgnc_dataset"
"GDA","GDA","hgnc_dataset"
"GFPT1","GFPT1","hgnc_dataset"
"GHRL","GHRL","hgnc_dataset"
"GHSR","GHSR","hgnc_dataset"
"GIPR","GIPR","hgnc_dataset"
"GLI1","GLI1","hgnc_dataset"
"GLI2","GLI2","hgnc_dataset"
"GLO1","GLO1","hgnc_dataset"
"GLRA1","GLRA1","hgnc_dataset"
"GLRA2","GLRA2","hgnc_dataset"
"GLUL","GLUL","hgnc_dataset"
"GNPAT","GNPAT","hgnc_dataset"
"GNRHR","GNRHR","hgnc_dataset"
"GPBAR1","GPBAR1","hgnc_dataset"
"GPER1","GPER1","hgnc_dataset"
"GPR18","GPR18","hgnc_dataset"
"GPR34","GPR34","hgnc_dataset"
"GPR35","GPR35","hgnc_dataset"
"GPR55","GPR55","hgnc_dataset"
"GPR84","GPR84","hgnc_dataset"
"GPR119","GPR119","hgnc_dataset"
"GPR174","GPR174","hgnc_dataset"
"GRB2","GRB2","hgnc_dataset"
"GRIA1","GRIA1","hgnc_dataset"
"GRIA2","GRIA2","hgnc_dataset"
"GRIA4","GRIA4","hgnc_dataset"
"GRIK1","GRIK1","hgnc_dataset"
"GRIK2","GRIK2","hgnc_dataset"
"GRIK3","GRIK3","hgnc_dataset"
"GRIK5","GRIK5","hgnc_dataset"
"GRK1","GRK1","hgnc_dataset"
"GRK2","GRK2","hgnc_dataset"
"GRK6","GRK6","hgnc_dataset"
"GRK7","GRK7","hgnc_dataset"
"GRM1","GRM1","hgnc_dataset"
"GRM2","GRM2","hgnc_dataset"
"GRM3","GRM3","hgnc_dataset"
"GRM4","GRM4","hgnc_dataset"
"GRM5","GRM5","hgnc_dataset"
"GRM6","GRM6","hgnc_dataset"
"GRM7","GRM7","hgnc_dataset"
"GRM8","GRM8","hgnc_dataset"
"GSK3A","GSK3A","hgnc_dataset"
"GSK3B","GSK3B","hgnc_dataset"
"GSR","GSR","hgnc_dataset"
"GSTA1","GSTA1","hgnc_dataset"
"GSTA2","GSTA2","hgnc_dataset"
"GSTK1","GSTK1","hgnc_dataset"
"GSTM1","GSTM1","hgnc_dataset"
"GSTP1","GSTP1","hgnc_dataset"
"GUSB","GUSB","hgnc_dataset"
"GYS1","GYS1","hgnc_dataset"
"GZMB","GZMB","hgnc_dataset"
"HAO1","HAO1","hgnc_dataset"
"HCAR2","HCAR2","hgnc_dataset"
"HCAR3","HCAR3","hgnc_dataset"
"HCK","HCK","hgnc_dataset"
"HDAC1","HDAC1","hgnc_dataset"
"HDAC2","HDAC2","hgnc_dataset"
"HDAC3","HDAC3","hgnc_dataset"
"HDAC4","HDAC4","hgnc_dataset"
"HDAC5","HDAC5","hgnc_dataset"
"HDAC6","HDAC6","hgnc_dataset"
"HDAC7","HDAC7","hgnc_dataset"
"HDAC8","HDAC8","hgnc_dataset"
"HDAC9","HDAC9","hgnc_dataset"
"HDAC10","HDAC10","hgnc_dataset"
"HDAC11","HDAC11","hgnc_dataset"
"HGFAC","HGFAC","hgnc_dataset"
"HIF1A","HIF1A","hgnc_dataset"
"HIPK4","HIPK4","hgnc_dataset"
"HLA-A","HLA-A","hgnc_dataset"
"HLA-DRB1","HLA-DRB1","hgnc_dataset"
"HMGCR","HMGCR","hgnc_dataset"
"HNF4A","HNF4A","hgnc_dataset"
"HPGD","HPGD","hgnc_dataset"
"HPGDS","HPGDS","hgnc_dataset"
"HPSE","HPSE","hgnc_dataset"
"HRAS","HRAS","hgnc_dataset"
"HRH1","HRH1","hgnc_dataset"
"HRH2","HRH2","hgnc_dataset"
"HRH3","HRH3","hgnc_dataset"
"HRH4","HRH4","hgnc_dataset"
"HSD11B1","HSD11B1","hgnc_dataset"
"HSD11B2","HSD11B2","hgnc_dataset"
"HSD17B1","HSD17B1","hgnc_dataset"
"HSD17B2","HSD17B2","hgnc_dataset"
"HSD17B3","HSD17B3","hgnc_dataset"
"HSD17B7","HSD17B7","hgnc_dataset"
"HSD17B14","HSD17B14","hgnc_dataset"
"HSP90AA1","HSP90AA1","hgnc_dataset"
"HSP90AB1","HSP90AB1","hgnc_dataset"
"HSP90B1","HSP90B1","hgnc_dataset"
"HSPA1A","HSPA1A","hgnc_dataset"
"HSPA5","HSPA5","hgnc_dataset"
"HSPA8","HSPA8","hgnc_dataset"
"HTR1A","HTR1A","hgnc_dataset"
"HTR1B","HTR1B","hgnc_dataset"
"HTR1D","HTR1D","hgnc_dataset"
"HTR1E","HTR1E","hgnc_dataset"
"HTR2A","HTR2A","hgnc_dataset"
"HTR2B","HTR2B","hgnc_dataset"
"HTR2C","HTR2C","hgnc_dataset"
"HTR3A","HTR3A","hgnc_dataset"
"HTR4","HTR4","hgnc_dataset"
"HTR5A","HTR5A","hgnc_dataset"
"HTR6","HTR6","hgnc_dataset"
"HTR7","HTR7","hgnc_dataset"
"HTT","HTT","hgnc_dataset"
"HUNK","HUNK","hgnc_dataset"
"ICMT","ICMT","hgnc_dataset"
"IDE","IDE","hgnc_dataset"
"IDH1","IDH1","hgnc_dataset"
"IDO1","IDO1","hgnc_dataset"
"IGF1R","IGF1R","hgnc_dataset"
"IGF2R","IGF2R","hgnc_dataset"
"IGFBP1","IGFBP1","hgnc_dataset"
"IGFBP2","IGFBP2","hgnc_dataset"
"IGFBP3","IGFBP3","hgnc_dataset"
"IGFBP4","IGFBP4","hgnc_dataset"
"IGFBP5","IGFBP5","hgnc_dataset"
"IGFBP6","IGFBP6","hgnc_dataset"
"IKBKB","IKBKB","hgnc_dataset"
"IL1B","IL1B","hgnc_dataset"
"IL2","IL2","hgnc_dataset"
"IL6","IL6","hgnc_dataset"
"IL6ST","IL6ST","hgnc_dataset"
"ILK","ILK","hgnc_dataset"
"IMPDH1","IMPDH1","hgnc_dataset"
"IMPDH2","IMPDH2","hgnc_dataset"
"INSR","INSR","hgnc_dataset"
"INSRR","INSRR","hgnc_dataset"
"IRAK4","IRAK4","hgnc_dataset"
"ITGA2","ITGA2","hgnc_dataset"
"ITGAL","ITGAL","hgnc_dataset"
"ITK","ITK","hgnc_dataset"
"JAK1","JAK1","hgnc_dataset"
"JAK2","JAK2","hgnc_dataset"
"JAK3","JAK3","hgnc_dataset"
"JUN","JUN","hgnc_dataset"
"KAT2B","KAT2B","hgnc_dataset"
"KCNA3","KCNA3","hgnc_dataset"
"KCNA5","KCNA5","hgnc_dataset"
"KCNH2","KCNH2","hgnc_dataset"
"KCNMA1","KCNMA1","hgnc_dataset"
"KCNN4","KCNN4","hgnc_dataset"
"KCNQ1","KCNQ1","hgnc_dataset"
"KDM1A","KDM1A","hgnc_dataset"
"KDM2A","KDM2A","hgnc_dataset"
"KDM2B","KDM2B","hgnc_dataset"
"KDM3A","KDM3A","hgnc_dataset"
"KDM4A","KDM4A","hgnc_dataset"
"KDM4B","KDM4B","hgnc_dataset"
"KDM4C","KDM4C","hgnc_dataset"
"KDM4D","KDM4D","hgnc_dataset"
"KDM4E","KDM4E","hgnc_dataset"
"KDM5A","KDM5A","hgnc_dataset"
"KDM5B","KDM5B","hgnc_dataset"
"KDM5C","KDM5C","hgnc_dataset"
"KDM6B","KDM6B","hgnc_dataset"
"KDR","KDR","hgnc_dataset"
"KEAP1","KEAP1","hgnc_dataset"
"KHK","KHK","hgnc_dataset"
"KIF11","KIF11","hgnc_dataset"
"KIF20A","KIF20A","hgnc_dataset"
"KISS1R","KISS1R","hgnc_dataset"
"KIT","KIT","hgnc_dataset"
"KLK1","KLK1","hgnc_dataset"
"KLK2","KLK2","hgnc_dataset"
"KLK3","KLK3","hgnc_dataset"
"KLKB1","KLKB1","hgnc_dataset"
"KMO","KMO","hgnc_dataset"
"KYAT3","KYAT3","hgnc_dataset"
"KYNU","KYNU","hgnc_dataset"
"LAP3","LAP3","hgnc_dataset"
"LCK","LCK","hgnc_dataset"
"LDHA","LDHA","hgnc_dataset"
"LDHB","LDHB","hgnc_dataset"
"LGALS3","LGALS3","hgnc_dataset"
"LGALS4","LGALS4","hgnc_dataset"
"LGALS7","LGALS7","hgnc_dataset"
"LGALS8","LGALS8","hgnc_dataset"
"LGMN","LGMN","hgnc_dataset"
"LIMK1","LIMK1","hgnc_dataset"
"LIMK2","LIMK2","hgnc_dataset"
"LIPA","LIPA","hgnc_dataset"
"LNPEP","LNPEP","hgnc_dataset"
"LPAR1","LPAR1","hgnc_dataset"
