 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1935	 Aldehyde dehydrogenase 
 2 	 CHEMBL242	 Estrogen receptor beta 
 3 	 CHEMBL206	 Estrogen receptor alpha 
 4 	 CHEMBL251	 Adenosine A2a receptor 
 5 	 CHEMBL2085	 Macrophage migration inhibitory factor 
 6 	 CHEMBL3687	 Arachidonate 12-lipoxygenase 
 7 	 CHEMBL3242	 Carbonic anhydrase XII 
 8 	 CHEMBL318	 Adenosine A1 receptor 
 9 	 CHEMBL1951	 Monoamine oxidase A 
 10 	 CHEMBL3181	 Estradiol 17-beta-dehydrogenase 1 
 11 	 CHEMBL205	 Carbonic anhydrase II 
 12 	 CHEMBL261	 Carbonic anhydrase I 
 13 	 CHEMBL1741213	 Sentrin-specific protease 7 
 14 	 CHEMBL3199	 Acetylcholinesterase 
 15 	 CHEMBL6164	 Tankyrase-1 
 16 	 CHEMBL3429	 Estrogen-related receptor alpha 
 17 	 CHEMBL3751	 Estrogen-related receptor beta 
 18 	 CHEMBL6154	 Tankyrase-2 
 19 	 CHEMBL2326	 Carbonic anhydrase VII 
 20 	 CHEMBL3729	 Carbonic anhydrase IV 
