 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1293249	 Kruppel-like factor 5 
 2 	 CHEMBL2203	 Motilin receptor 
 3 	 CHEMBL2608	 Lysosomal alpha-glucosidase 
 4 	 CHEMBL3114	 Sucrase-isomaltase 
 5 	 CHEMBL3513	 Acidic alpha-glucosidase 
 6 	 CHEMBL4026	 Signal transducer and activator of transcription 3 
 7 	 CHEMBL1973	 Tyrosinase 
 8 	 CHEMBL1795098	 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 
 9 	 CHEMBL4531	 Galectin-3 
 10 	 CHEMBL2167	 Transforming protein p21/H-Ras-1 
 11 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 12 	 CHEMBL4794	 Vanilloid receptor 
 13 	 CHEMBL1978	 Cytochrome P450 19A1 
 14 	 CHEMBL6089	 Ubiquitin-conjugating enzyme E2 N 
 15 	 CHEMBL299	 Protein kinase C alpha 
 16 	 CHEMBL5008	 Galectin-7 
 17 	 CHEMBL5474	 Galectin-9 
 18 	 CHEMBL308	 Cyclin-dependent kinase 1 
 19 	 CHEMBL4176	 Alpha-L-fucosidase I 
 20 	 CHEMBL4915	 Galectin-1 
