 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2492	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 2 	 CHEMBL3890	 Selectin E 
 3 	 CHEMBL5378	 P-selectin 
 4 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 5 	 CHEMBL1973	 Tyrosinase 
 6 	 CHEMBL2622	 Aldose reductase 
 7 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 8 	 CHEMBL3161	 Leukocyte adhesion molecule-1 
 9 	 CHEMBL2916	 Telomerase reverse transcriptase 
 10 	 CHEMBL4681	 Aldo-keto-reductase family 1 member C3 
 11 	 CHEMBL1293224	 Microtubule-associated protein tau 
 12 	 CHEMBL6152	 Alpha-synuclein 
 13 	 CHEMBL1250375	 NADPH oxidase 4 
 14 	 CHEMBL5284	 CaM-kinase kinase beta 
 15 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 16 	 CHEMBL5847	 Aldo-keto reductase family 1 member C2 
 17 	 CHEMBL206	 Estrogen receptor alpha 
 18 	 CHEMBL205	 Carbonic anhydrase II 
 19 	 CHEMBL2326	 Carbonic anhydrase VII 
 20 	 CHEMBL261	 Carbonic anhydrase I 
