 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL4328	 Betaine--homocysteine S-methyltransferase 1 
 2 	 CHEMBL2424504	 Lysine-specific demethylase 5A 
 3 	 CHEMBL5896	 Lysine-specific demethylase 4A 
 4 	 CHEMBL6175	 Lysine-specific demethylase 4C 
 5 	 CHEMBL5462	 Baculoviral IAP repeat-containing protein 2 
 6 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 7 	 CHEMBL268	 Cathepsin K 
 8 	 CHEMBL205	 Carbonic anhydrase II 
 9 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 10 	 CHEMBL3683	 Glutamate receptor ionotropic kainate 2 
 11 	 CHEMBL3510	 Carbonic anhydrase XIV 
 12 	 CHEMBL3815	 Squalene synthetase 
 13 	 CHEMBL1907	 Aminopeptidase N 
 14 	 CHEMBL3965	 Leucine aminopeptidase 
 15 	 CHEMBL321	 Matrix metalloproteinase 9 
 16 	 CHEMBL3869	 Matrix metalloproteinase 14 
 17 	 CHEMBL4588	 Matrix metalloproteinase 8 
 18 	 CHEMBL4229	 Hydroxyacid oxidase 1 
 19 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 20 	 CHEMBL3369	 Neprilysin 
