 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2903	 Arachidonate 15-lipoxygenase 
 2 	 CHEMBL3687	 Arachidonate 12-lipoxygenase 
 3 	 CHEMBL3201	 Aryl hydrocarbon receptor 
 4 	 CHEMBL4878	 Cytochrome P450 1B1 
 5 	 CHEMBL2029198	 Rap guanine nucleotide exchange factor 4 
 6 	 CHEMBL1908	 Cytochrome P450 11B1 
 7 	 CHEMBL2722	 Cytochrome P450 11B2 
 8 	 CHEMBL205	 Carbonic anhydrase II 
 9 	 CHEMBL2326	 Carbonic anhydrase VII 
 10 	 CHEMBL261	 Carbonic anhydrase I 
 11 	 CHEMBL3242	 Carbonic anhydrase XII 
 12 	 CHEMBL3510	 Carbonic anhydrase XIV 
 13 	 CHEMBL3594	 Carbonic anhydrase IX 
 14 	 CHEMBL5048	 Neutral cholesterol ester hydrolase 1 
 15 	 CHEMBL5023	 p53-binding protein Mdm-2 
 16 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 17 	 CHEMBL5586	 Carbonyl reductase [NADPH] 1 
 18 	 CHEMBL1293293	 Neuropeptides B/W receptor type 1 
 19 	 CHEMBL344	 Melanin-concentrating hormone receptor 1 
 20 	 CHEMBL4649	 Corticotropin releasing factor receptor 1 
