 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL5409	 G-protein coupled bile acid receptor 1 
 2 	 CHEMBL2047	 Bile acid receptor FXR 
 3 	 CHEMBL3775	 Dual specificity phosphatase Cdc25A 
 4 	 CHEMBL1856	 Steroid 5-alpha-reductase 2 
 5 	 CHEMBL2027	 Niemann-Pick C1-like protein 1 
 6 	 CHEMBL2808	 LXR-alpha 
 7 	 CHEMBL1787	 Steroid 5-alpha-reductase 1 
 8 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 9 	 CHEMBL5347	 Glucose-6-phosphate 1-dehydrogenase 
 10 	 CHEMBL1871	 Androgen Receptor 
 11 	 CHEMBL3072	 Androgen Receptor 
 12 	 CHEMBL3522	 Cytochrome P450 17A1 
 13 	 CHEMBL3305	 Testis-specific androgen-binding protein 
 14 	 CHEMBL1914	 Butyrylcholinesterase 
 15 	 CHEMBL1977	 Vitamin D receptor 
 16 	 CHEMBL206	 Estrogen receptor alpha 
 17 	 CHEMBL1741186	 Nuclear receptor ROR-gamma 
 18 	 CHEMBL5287	 Bile acid transporter 
 19 	 CHEMBL242	 Estrogen receptor beta 
 20 	 CHEMBL220	 Acetylcholinesterase 
