 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1952	 Thymidylate synthase 
 2 	 CHEMBL2736	 Metabotropic glutamate receptor 4 
 3 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 4 	 CHEMBL3842	 Metabotropic glutamate receptor 6 
 5 	 CHEMBL402	 HMG-CoA reductase 
 6 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 7 	 CHEMBL5098	 Glutamate carboxypeptidase II 
 8 	 CHEMBL1782	 Farnesyl diphosphate synthase 
 9 	 CHEMBL2718	 Metabotropic glutamate receptor 8 
 10 	 CHEMBL3228	 Metabotropic glutamate receptor 8 
 11 	 CHEMBL4573	 Metabotropic glutamate receptor 6 
 12 	 CHEMBL333	 Matrix metalloproteinase-2 
 13 	 CHEMBL326	 Alpha-1d adrenergic receptor 
 14 	 CHEMBL2609	 NAALADase II 
 15 	 CHEMBL261	 Carbonic anhydrase I 
 16 	 CHEMBL321	 Matrix metalloproteinase 9 
 17 	 CHEMBL3242	 Carbonic anhydrase XII 
 18 	 CHEMBL3594	 Carbonic anhydrase IX 
 19 	 CHEMBL1938209	 Lysine-specific demethylase 3A 
 20 	 CHEMBL2163176	 Lysine-specific demethylase 5C 
