 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 2 	 CHEMBL2850	 Glycogen synthase kinase-3 alpha 
 3 	 CHEMBL3836	 LIM domain kinase 1 
 4 	 CHEMBL4822	 Beta-secretase 1 
 5 	 CHEMBL2535	 Glucose transporter 
 6 	 CHEMBL256	 Adenosine A3 receptor 
 7 	 CHEMBL2527	 Serine/threonine-protein kinase Chk2 
 8 	 CHEMBL4718	 MAP kinase-interacting serine/threonine-protein kinase MNK1 
 9 	 CHEMBL1991	 Inhibitor of nuclear factor kappa B kinase beta subunit 
 10 	 CHEMBL3476	 Inhibitor of nuclear factor kappa B kinase alpha subunit 
 11 	 CHEMBL226	 Adenosine A1 receptor 
 12 	 CHEMBL251	 Adenosine A2a receptor 
 13 	 CHEMBL2793	 Casein kinase I alpha 
 14 	 CHEMBL3587	 Dual specificity mitogen-activated protein kinase kinase 1 
 15 	 CHEMBL4601	 Tyrosine-protein kinase BRK 
 16 	 CHEMBL5719	 Cell division protein kinase 8 
 17 	 CHEMBL5903	 Activin receptor type-1 
 18 	 CHEMBL4224	 Dual specificty protein kinase CLK1 
 19 	 CHEMBL5508	 Dual specificity tyrosine-phosphorylation-regulated kinase 1A 
 20 	 CHEMBL2564	 Metabotropic glutamate receptor 5 
