 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL205	 Carbonic anhydrase II 
 2 	 CHEMBL261	 Carbonic anhydrase I 
 3 	 CHEMBL3242	 Carbonic anhydrase XII 
 4 	 CHEMBL3594	 Carbonic anhydrase IX 
 5 	 CHEMBL2635	 Dual specificity protein phosphatase 3 
 6 	 CHEMBL3864	 Protein-tyrosine phosphatase 2C 
 7 	 CHEMBL1938209	 Lysine-specific demethylase 3A 
 8 	 CHEMBL2163176	 Lysine-specific demethylase 5C 
 9 	 CHEMBL3028	 Hypoxia-inducible factor prolyl hydroxylase 1 
 10 	 CHEMBL5697	 Egl nine homolog 1 
 11 	 CHEMBL2721	 Excitatory amino acid transporter 3 
 12 	 CHEMBL4973	 Excitatory amino acid transporter 2 
 13 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 14 	 CHEMBL402	 HMG-CoA reductase 
 15 	 CHEMBL321	 Matrix metalloproteinase 9 
 16 	 CHEMBL333	 Matrix metalloproteinase-2 
 17 	 CHEMBL2736	 Metabotropic glutamate receptor 4 
 18 	 CHEMBL2787	 Metabotropic glutamate receptor 4 
 19 	 CHEMBL3842	 Metabotropic glutamate receptor 6 
 20 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
