"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000103546",4.31192351556355,1.24327917002623,0.305271247886265,4.07270314068174,4.64706386215237e-05,0.999947329854867
"ENSG00000175063",10.1683914113088,-2.01213335582954,0.52772889101208,-3.81281637238141,0.000137392190796792,0.999947329854867
"ENSG00000237649",11.6925076965104,-1.00810788013888,0.266273608492413,-3.78598497179867,0.000153100927434433,0.999947329854867
"ENSG00000173702",17.6261866106035,-1.82435198539134,0.507418035315847,-3.59536291266383,0.000323939676670992,0.999947329854867
"ENSG00000226413",14.0573191108091,-0.616755165757167,0.176178008659643,-3.5007500110225,0.000463950831554821,0.999947329854867
"ENSG00000105672",5.18783557009449,0.927870958524876,0.265132574623151,3.4996490334834,0.000465871099255766,0.999947329854867
"ENSG00000219755",5.28553529686109,0.973300419172553,0.297798330323999,3.26832060513442,0.0010818773789577,0.999947329854867
"ENSG00000187583",5.88429409026799,-1.15127296544552,0.353856096653816,-3.25350608999634,0.00113990281930879,0.999947329854867
"ENSG00000135480",17.7050246264502,-1.14632378129426,0.360032644227116,-3.18394401084123,0.00145283110372265,0.999947329854867
"ENSG00000163435",12.8381344949209,-1.07741269548478,0.338708157067398,-3.18094699818637,0.0014679448345771,0.999947329854867
"ENSG00000171848",8.92090676147683,-1.30294179036042,0.411190544420635,-3.16870562331695,0.00153119395119388,0.999947329854867
"ENSG00000172554",16.615970817444,0.692075358833929,0.220476723790185,3.13899511447992,0.0016952827423726,0.999947329854867
"ENSG00000251410",3.1709058948889,-1.32700511595897,0.42300689596285,-3.13707679147507,0.00170641427469983,0.999947329854867
"ENSG00000226864",23.8239365680781,-0.881969129794956,0.281528454327263,-3.13278859113015,0.00173154110836818,0.999947329854867
"ENSG00000228577",12.5220697953092,0.760268675247155,0.244239462893336,3.11280030770122,0.00185321364364888,0.999947329854867
"ENSG00000183347",7.1484939894518,-0.822559118453777,0.264399887412282,-3.11104186353586,0.00186428507507068,0.999947329854867
"ENSG00000267653",4.60293469887218,1.12712468950139,0.36248735193977,3.10941797960627,0.00187456322796235,0.999947329854867
"ENSG00000130701",98.4960159807685,-1.16074719118138,0.374053659374102,-3.10315689231228,0.00191468106684091,0.999947329854867
"ENSG00000006611",195.192570449952,-0.556612620689492,0.179835770142443,-3.09511628442225,0.00196735749106523,0.999947329854867
"ENSG00000092067",2.17673113703537,-1.3368102338497,0.432210915434368,-3.09295805846601,0.00198172140592108,0.999947329854867
"ENSG00000105374",10.4545288169836,-0.772929903223641,0.252573356243923,-3.06021947333662,0.00221174849269881,0.999947329854867
"ENSG00000188162",18.7368387514859,-0.509945855552344,0.167030359398478,-3.05301298152502,0.00226556137351009,0.999947329854867
"ENSG00000252290",1.23182406182,1.8819129063966,0.616712158236807,3.05152554763478,0.00227681672017838,0.999947329854867
"ENSG00000247287",24.5234760765699,0.5251272656518,0.172384198983671,3.04626101897856,0.00231706591492447,0.999947329854867
"ENSG00000228265",20.151067476087,-0.473852908931856,0.15721683591826,-3.01400868529259,0.00257820425023083,0.999947329854867
"ENSG00000230561",22.8182257861604,-0.42081652985246,0.141703652537133,-2.96969430440183,0.00298096226935717,0.999947329854867
"ENSG00000123130",760.786992371363,0.134043513186756,0.0451522195687751,2.96870263448696,0.00299059849495982,0.999947329854867
"ENSG00000269866",1.40497734109264,-1.62542201891089,0.549312454852278,-2.95901176926345,0.00308627314203788,0.999947329854867
"ENSG00000141736",731.219551969376,-0.70313181663268,0.237766584729349,-2.95723563272382,0.00310410804810349,0.999947329854867
"ENSG00000224550",9.47694452035583,0.709054199126683,0.239800799440959,2.95684668599805,0.00310802614037374,0.999947329854867
