"gene","log2FoldChange","baseMean","t","pvalue","padj","B"
"ENSG00000116745",-1.3040198761473,-0.233301885882422,-3.85764292362961,0.000318097942572826,0.99994973663563,-3.6964481185971
"ENSG00000141485",-0.660413707360584,3.15708510362404,-3.792111961174,0.000391300997820215,0.99994973663563,-2.08526346566084
"ENSG00000250012",-0.687260988186596,-0.536619852386388,-3.75836678118267,0.000435063819727788,0.99994973663563,-3.78810034889904
"ENSG00000245317",0.574004172749633,-0.132231910415504,3.72664148636582,0.000480466939368412,0.99994973663563,-3.58553733396536
"ENSG00000179044",-0.553915460048914,0.440615037356065,-3.60599088359184,0.000698259147009927,0.99994973663563,-3.4803754615789
"ENSG00000125430",-0.752460363482732,1.27975053542385,-3.54995581794728,0.000828964058338776,0.99994973663563,-3.18987751748451
"ENSG00000243927",-0.277485306314145,3.72655777571889,-3.53007489263159,0.000880716629171092,0.99994973663563,-2.15032820857488
"ENSG00000184840",-0.254062793921458,4.18964548907858,-3.52445830430246,0.000895886735287927,0.99994973663563,-2.01511303428168
"ENSG00000101134",-0.37493727558772,3.89144715786025,-3.50572582073218,0.000948303795971549,0.99994973663563,-2.13540210409174
"ENSG00000135083",-0.622460181490441,0.746927473131191,-3.50558757359393,0.000948701290350523,0.99994973663563,-3.42289175447161
"ENSG00000245552",-0.32933954841105,1.74895952181735,-3.49046504696788,0.000993153998761611,0.99994973663563,-3.01453601028388
"ENSG00000067082",-0.385180776399954,5.05428887992213,-3.48983598006469,0.000995045468033695,0.99994973663563,-1.92530419191096
"ENSG00000241218",0.542840394884448,1.32588179828122,3.47025798661318,0.00105565686270683,0.99994973663563,-3.15377057550316
"ENSG00000145824",-0.690179940799945,5.03847071169728,-3.46418894696855,0.00107514878361705,0.99994973663563,-1.97744881207783
"ENSG00000127472",-0.996788741499363,1.34692971622042,-3.42039309508531,0.00122630459591475,0.99994973663563,-3.28276626739437
"ENSG00000251226",-1.54655925460957,0.633333737534937,-3.32521809384734,0.00162726847904336,0.99994973663563,-3.66911967027666
"ENSG00000090857",0.352236933641991,4.80569576186666,3.31839220848331,0.00166035712250612,0.99994973663563,-2.19674902703847
"ENSG00000170345",-1.11330974389392,4.96862745221475,-3.31232317527722,0.00169031085876526,0.99994973663563,-2.23448480693167
"ENSG00000189238",-0.965769132770658,1.45703852083547,-3.25772495665705,0.00198374723781071,0.99994973663563,-3.35926614014786
"ENSG00000133067",-1.6229659163911,-1.01561924083105,-3.25729578337161,0.00198623387373909,0.99994973663563,-4.13060995913738
"ENSG00000185052",-0.349205611863187,3.6268961560854,-3.24701760052437,0.00204667252005077,0.99994973663563,-2.56080278056334
"ENSG00000237550",-1.24975547853724,4.14667522972301,-3.22760399411474,0.00216905937027008,0.99994973663563,-2.51602351448936
"ENSG00000226342",0.868957774640628,-0.231250808933292,3.20044357620234,0.00234294701421877,0.99994973663563,-3.85918143352222
"ENSG00000123358",-0.892670781337747,4.17922179480645,-3.19840241904456,0.00235681397119078,0.99994973663563,-2.51618738740762
"ENSG00000230903",-1.21828452346262,4.15995578541871,-3.19416732344747,0.00238952252135095,0.99994973663563,-2.55444053031678
"ENSG00000128617",-0.412962626557407,0.778792440561035,-3.19162306870667,0.00240342753284276,0.99994973663563,-3.59008178543715
"ENSG00000105497",0.187321760579623,4.0646231052001,3.18597276401536,0.00244293998945864,0.99994973663563,-2.50579705369085
"ENSG00000171444",-0.389436938778769,5.43882758059463,-3.16873945123066,0.00256726285593346,0.99994973663563,-2.39055457516884
"ENSG00000238286",0.601055119019045,0.0175399857500216,3.16819675466924,0.00257127297776156,0.99994973663563,-3.80458486607689
"ENSG00000172748",0.218421549310236,2.9818215817062,3.16061080853052,0.00262794795301815,0.99994973663563,-2.84639860189916
"ENSG00000258708",0.852055460677193,-0.800265688950867,3.1481558901333,0.00272355434714479,0.99994973663563,-4.02762191776462
"ENSG00000137251",0.55586849383805,-0.732527151362621,3.14648644098019,0.00273661511253832,0.99994973663563,-4.01733114022636
"ENSG00000179085",-0.358187298350533,1.41556830608475,-3.14411692956119,0.0027552538509094,0.99994973663563,-3.41507828350876
"ENSG00000142207",0.135235826189988,5.80418133578287,3.14325878430488,0.00276203346035259,0.99994973663563,-2.43247944978574
