"gene","log2FoldChange","baseMean","t","pvalue","padj","B"
"ENSG00000243927",-0.342616455902225,3.66884386767358,-4.74050780844239,1.32657642759708e-05,0.305484019747055,0.122811310062381
"ENSG00000116745",-1.21744972569522,-0.30344528839978,-4.2257694114395,8.11277070613969e-05,0.76686708458321,-3.18817082707195
"ENSG00000189238",-1.08471289701106,1.30970258492554,-4.16485072155164,9.99045185751967e-05,0.76686708458321,-2.27950798804889
"ENSG00000245552",-0.340409670415978,1.71452314142607,-4.05532408783683,0.000144739844253138,0.833267283365313,-2.13828021356458
"ENSG00000135083",-0.591646569494499,0.708457738505724,-3.90568458108596,0.000238331148004155,0.884862501087274,-2.83464349678802
"ENSG00000245317",0.541461417255602,-0.0981215895524173,3.87216340972135,0.000266161600520769,0.884862501087274,-3.29170484050062
"ENSG00000250012",-0.632964475602219,-0.568711361548441,-3.86287528515614,0.000274409236038544,0.884862501087274,-3.49164002058815
"ENSG00000067082",-0.359754344724159,5.03389552506544,-3.67672033704011,0.000501834554757088,0.884862501087274,-1.34351961424501
"ENSG00000258708",0.868823867426069,-0.715609099902826,3.64321070646015,0.000558511022281598,0.884862501087274,-3.68100407113422
"ENSG00000188283",0.206294850652125,3.33242837336474,3.6388454969828,0.00056632902044918,0.884862501087274,-1.8441258447909
"ENSG00000211448",-0.672071305868292,6.46264603941615,-3.63682189358536,0.000569988571618815,0.884862501087274,-1.47205613869543
"ENSG00000238286",0.607350766546326,0.0745893620902719,3.62854863319117,0.000585186220621365,0.884862501087274,-3.36707748253031
"ENSG00000141485",-0.587530839185035,3.13617208323191,-3.59103168295348,0.00065908595499249,0.884862501087274,-1.99514916372796
"ENSG00000170345",-1.08218485077054,4.88614923122484,-3.57039449647122,0.000703443927600564,0.884862501087274,-1.56675959433153
"ENSG00000100784",0.269493241992619,4.82240230062172,3.54060294794059,0.000772519492319925,0.884862501087274,-1.60194739429002
"ENSG00000235109",-0.273622039917849,4.09237305449144,-3.51171982375851,0.000845613985796066,0.884862501087274,-1.78001720189511
"ENSG00000130066",-0.439717785598968,6.26780888489675,-3.45796601276658,0.000999479794624966,0.884862501087274,-1.7573535051156
"ENSG00000196660",-0.265246553636187,3.35436501894035,-3.44774459786099,0.00103159604043245,0.884862501087274,-2.11232217262339
"ENSG00000138135",-0.888288982225499,0.805529237530807,-3.44616785575627,0.00103663653454392,0.884862501087274,-3.17327416685324
"ENSG00000253248",-0.899546229624948,-0.61761888279505,-3.44488920437599,0.00104074123625073,0.884862501087274,-3.72264060028727
"ENSG00000128617",-0.420702743453868,0.739292520913155,-3.44153616712198,0.00105157840099366,0.884862501087274,-3.19061466715765
"ENSG00000127472",-0.869439758546636,1.32521330327356,-3.42909680507953,0.00109272485632191,0.884862501087274,-2.97087599905187
"ENSG00000134215",-0.37525792475118,3.44329643652466,-3.4227283215279,0.00111437626805268,0.884862501087274,-2.11775641395337
"ENSG00000101134",-0.38263350322683,3.85550973792332,-3.4126497459473,0.00114947363429117,0.884862501087274,-2.0029682167402
