 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2345	 Ribosomal protein S6 kinase alpha 3 
 2 	 CHEMBL2622	 Aldose reductase 
 3 	 CHEMBL3242	 Carbonic anhydrase XII 
 4 	 CHEMBL1900	 Aldose reductase 
 5 	 CHEMBL2326	 Carbonic anhydrase VII 
 6 	 CHEMBL3729	 Carbonic anhydrase IV 
 7 	 CHEMBL205	 Carbonic anhydrase II 
 8 	 CHEMBL3594	 Carbonic anhydrase IX 
 9 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 10 	 CHEMBL4979	 Sodium/glucose cotransporter 1 
 11 	 CHEMBL5573	 Intestinal alkaline phosphatase 
 12 	 CHEMBL261	 Carbonic anhydrase I 
 13 	 CHEMBL267	 Tyrosine-protein kinase SRC 
 14 	 CHEMBL220	 Acetylcholinesterase 
 15 	 CHEMBL5880	 Interleukin-2 
 16 	 CHEMBL4531	 Galectin-3 
 17 	 CHEMBL3884	 Sodium/glucose cotransporter 2 
 18 	 CHEMBL1916	 Alpha-2c adrenergic receptor 
 19 	 CHEMBL3510	 Carbonic anhydrase XIV 
 20 	 CHEMBL4822	 Beta-secretase 1 
