 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL205	 Carbonic anhydrase II 
 2 	 CHEMBL261	 Carbonic anhydrase I 
 3 	 CHEMBL3242	 Carbonic anhydrase XII 
 4 	 CHEMBL3594	 Carbonic anhydrase IX 
 5 	 CHEMBL220	 Acetylcholinesterase 
 6 	 CHEMBL4822	 Beta-secretase 1 
 7 	 CHEMBL3012	 Phosphodiesterase 7A 
 8 	 CHEMBL5282	 Cytochrome P450 2A6 
 9 	 CHEMBL2292	 Dual-specificity tyrosine-phosphorylation regulated kinase 1A 
 10 	 CHEMBL4224	 Dual specificty protein kinase CLK1 
 11 	 CHEMBL5543	 Dual specificity tyrosine-phosphorylation-regulated kinase 1B 
 12 	 CHEMBL1293267	 G-protein coupled receptor 35 
 13 	 CHEMBL1293258	 Mothers against decapentaplegic homolog 3 
 14 	 CHEMBL2326	 Carbonic anhydrase VII 
 15 	 CHEMBL3025	 Carbonic anhydrase VI 
 16 	 CHEMBL3510	 Carbonic anhydrase XIV 
 17 	 CHEMBL3729	 Carbonic anhydrase IV 
 18 	 CHEMBL3969	 Carbonic anhydrase VB 
 19 	 CHEMBL4789	 Carbonic anhydrase VA 
 20 	 CHEMBL1908	 Cytochrome P450 11B1 
