 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1865	 Histone deacetylase 6 
 2 	 CHEMBL1937	 Histone deacetylase 2 
 3 	 CHEMBL325	 Histone deacetylase 1 
 4 	 CHEMBL1900	 Aldose reductase 
 5 	 CHEMBL1829	 Histone deacetylase 3 
 6 	 CHEMBL273	 Serotonin 1a (5-HT1a) receptor 
 7 	 CHEMBL205	 Carbonic anhydrase II 
 8 	 CHEMBL3401	 Pregnane X receptor 
 9 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 10 	 CHEMBL1903	 GABA transporter 1 
 11 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 12 	 CHEMBL341	 GABA receptor alpha-2 subunit 
 13 	 CHEMBL4054	 GABA transporter 1 
 14 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 15 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 16 	 CHEMBL261	 Carbonic anhydrase I 
 17 	 CHEMBL3242	 Carbonic anhydrase XII 
 18 	 CHEMBL3594	 Carbonic anhydrase IX 
 19 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 20 	 CHEMBL1970	 Alcohol dehydrogenase alpha chain 
