 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL206	 Estrogen receptor alpha 
 2 	 CHEMBL242	 Estrogen receptor beta 
 3 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 4 	 CHEMBL2622	 Aldose reductase 
 5 	 CHEMBL261	 Carbonic anhydrase I 
 6 	 CHEMBL3594	 Carbonic anhydrase IX 
 7 	 CHEMBL221	 Cyclooxygenase-1 
 8 	 CHEMBL205	 Carbonic anhydrase II 
 9 	 CHEMBL321	 Matrix metalloproteinase 9 
 10 	 CHEMBL333	 Matrix metalloproteinase-2 
 11 	 CHEMBL332	 Matrix metalloproteinase-1 
 12 	 CHEMBL3242	 Carbonic anhydrase XII 
 13 	 CHEMBL3510	 Carbonic anhydrase XIV 
 14 	 CHEMBL1900	 Aldose reductase 
 15 	 CHEMBL2326	 Carbonic anhydrase VII 
 16 	 CHEMBL3192	 Histone deacetylase 8 
 17 	 CHEMBL3025	 Carbonic anhydrase VI 
 18 	 CHEMBL2039	 Monoamine oxidase B 
 19 	 CHEMBL3969	 Carbonic anhydrase VB 
 20 	 CHEMBL4789	 Carbonic anhydrase VA 
