 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL6007	 Transient receptor potential cation channel subfamily A member 1 
 2 	 CHEMBL1970	 Alcohol dehydrogenase alpha chain 
 3 	 CHEMBL3401	 Pregnane X receptor 
 4 	 CHEMBL261	 Carbonic anhydrase I 
 5 	 CHEMBL205	 Carbonic anhydrase II 
 6 	 CHEMBL3242	 Carbonic anhydrase XII 
 7 	 CHEMBL3594	 Carbonic anhydrase IX 
 8 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 9 	 CHEMBL5160	 Transient receptor potential cation channel subfamily A member 1 
 10 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 11 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 12 	 CHEMBL4803	 Nitric-oxide synthase, endothelial 
 13 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 14 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 15 	 CHEMBL1829	 Histone deacetylase 3 
 16 	 CHEMBL2085	 Macrophage migration inhibitory factor 
 17 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 18 	 CHEMBL2492	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 19 	 CHEMBL1900	 Aldose reductase 
 20 	 CHEMBL1865	 Histone deacetylase 6 
