 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL205	 Carbonic anhydrase II 
 2 	 CHEMBL261	 Carbonic anhydrase I 
 3 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 4 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 5 	 CHEMBL3594	 Carbonic anhydrase IX 
 6 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 7 	 CHEMBL3976	 Dipeptidyl peptidase II 
 8 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 9 	 CHEMBL4803	 Nitric-oxide synthase, endothelial 
 10 	 CHEMBL220	 Acetylcholinesterase 
 11 	 CHEMBL2409	 Epoxide hydratase 
 12 	 CHEMBL1821	 Muscarinic acetylcholine receptor M4 
 13 	 CHEMBL3242	 Carbonic anhydrase XII 
 14 	 CHEMBL211	 Muscarinic acetylcholine receptor M2 
 15 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 16 	 CHEMBL276	 Muscarinic acetylcholine receptor M1 
 17 	 CHEMBL245	 Muscarinic acetylcholine receptor M3 
 18 	 CHEMBL216	 Muscarinic acetylcholine receptor M1 
 19 	 CHEMBL309	 Muscarinic acetylcholine receptor M2 
 20 	 CHEMBL3105	 Poly [ADP-ribose] polymerase-1 
