Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9013424,"RHOV GTPase cycle",1,37,0.003044014808720691,0.003044014808720741,0.0035376388317565066,1,2,1.2728314134792846E-4,9606,Homo sapiens,"p4htm","Q9NNW5","R-HSA-9018794"
R-HSA-9013420,"RHOU GTPase cycle",1,40,0.003290826820238585,0.0032908268202386237,0.0035376388317565066,1,4,2.545662826958569E-4,9606,Homo sapiens,"p4htm","Q9NNW5","R-HSA-9018766"
R-HSA-9696264,"RND3 GTPase cycle",1,42,0.003455368161250514,0.0034553681612504716,0.0035376388317565066,1,2,1.2728314134792846E-4,9606,Homo sapiens,"p4htm","Q9NNW5","R-HSA-9696268"
R-HSA-9696273,"RND1 GTPase cycle",1,42,0.003455368161250514,0.0034553681612504716,0.0035376388317565066,1,2,1.2728314134792846E-4,9606,Homo sapiens,"p4htm","Q9NNW5","R-HSA-9696271"
R-HSA-9696270,"RND2 GTPase cycle",1,43,0.003537638831756479,0.0035376388317565066,0.0035376388317565066,1,2,1.2728314134792846E-4,9606,Homo sapiens,"p4htm","Q9NNW5","R-HSA-9696266"
R-HSA-9012999,"RHO GTPase cycle",1,452,0.03718634306869601,0.03718634306869606,0.03718634306869606,5,91,0.0057913829313307455,9606,Homo sapiens,"p4htm","Q9NNW5","R-HSA-9018794;R-HSA-9018766;R-HSA-9696266;R-HSA-9696271;R-HSA-9696268"
R-HSA-194315,"Signaling by Rho GTPases",1,677,0.05569724393253805,0.055697243932538054,0.055697243932538054,5,203,0.01291923884681474,9606,Homo sapiens,"p4htm","Q9NNW5","R-HSA-9018794;R-HSA-9018766;R-HSA-9696266;R-HSA-9696271;R-HSA-9696268"
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",1,693,0.05701357466063348,0.057013574660633504,0.057013574660633504,5,212,0.013492012982880417,9606,Homo sapiens,"p4htm","Q9NNW5","R-HSA-9018794;R-HSA-9018766;R-HSA-9696266;R-HSA-9696271;R-HSA-9696268"
R-HSA-162582,"Signal Transduction",1,2616,0.21522007404360347,0.21522007404360344,0.21522007404360344,5,2581,0.16425889390950169,9606,Homo sapiens,"p4htm","Q9NNW5","R-HSA-9018794;R-HSA-9018766;R-HSA-9696266;R-HSA-9696271;R-HSA-9696268"
