Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-2022377,"Metabolism of Angiotensinogen to Angiotensins",1,17,0.0014036826025926844,0.0014036826025927152,0.009825778218149006,1,21,0.001356501517989794,9606,Homo sapiens,"CPB2","Q96IY4","R-HSA-2028294"
R-HSA-2980736,"Peptide hormone metabolism",1,87,0.007183552142680208,0.007183552142680183,0.0125505738584758,1,66,0.004263290485110781,9606,Homo sapiens,"CPB2","Q96IY4","R-HSA-2028294"
R-HSA-977606,"Regulation of Complement cascade",1,135,0.011146891255883081,0.011146891255883085,0.0125505738584758,1,42,0.002713003035979588,9606,Homo sapiens,"CPB2","Q96IY4","R-HSA-8852809"
R-HSA-166658,"Complement cascade",1,152,0.012550573858475765,0.0125505738584758,0.0125505738584758,1,73,0.0047154576577740455,9606,Homo sapiens,"CPB2","Q96IY4","R-HSA-8852809"
R-HSA-168249,"Innate Immune System",1,1201,0.09916604739493023,0.09916604739493029,0.09916604739493029,1,727,0.046960790646599054,9606,Homo sapiens,"CPB2","Q96IY4","R-HSA-8852809"
R-HSA-392499,"Metabolism of proteins",1,2113,0.1744694905457848,0.17446949054578487,0.17446949054578487,1,912,0.05891092306698534,9606,Homo sapiens,"CPB2","Q96IY4","R-HSA-2028294"
R-HSA-168256,"Immune System",1,2330,0.19238708612005614,0.19238708612005617,0.19238708612005617,1,1786,0.11536722433951295,9606,Homo sapiens,"CPB2","Q96IY4","R-HSA-8852809"
