Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-4090294,"SUMOylation of intracellular receptors",1,31,0.002559656510610189,0.0051127611797681105,0.046014850617912995,2,25,0.0016148827595116595,9606,Homo sapiens,"THRA","P10827-2","R-HSA-4719423;R-HSA-4719447"
R-HSA-383280,"Nuclear Receptor transcription pathway",1,86,0.007100982577821815,0.01415154120207296,0.05660616480829184,2,2,1.2919062076093276E-4,9606,Homo sapiens,"THRA","P10827","R-HSA-382096;R-HSA-376419"
R-HSA-3108232,"SUMO E3 ligases SUMOylate target proteins",1,175,0.01444967385021881,0.02869055462605985,0.05933365345317054,2,132,0.008526580970221562,9606,Homo sapiens,"THRA","P10827-2","R-HSA-4719423;R-HSA-4719447"
R-HSA-2990846,"SUMOylation",1,181,0.01494509123936917,0.02966682672658527,0.05933365345317054,2,141,0.009107938763645759,9606,Homo sapiens,"THRA","P10827-2","R-HSA-4719423;R-HSA-4719447"
R-HSA-212436,"Generic Transcription Pathway",1,1256,0.10370737346214186,0.19665952761386762,0.19665952761386762,2,878,0.05671468251404948,9606,Homo sapiens,"THRA","P10827","R-HSA-382096;R-HSA-376419"
R-HSA-73857,"RNA Polymerase II Transcription",1,1379,0.11386342993972422,0.21476197920180995,0.21476197920180995,2,939,0.06065499644725793,9606,Homo sapiens,"THRA","P10827","R-HSA-382096;R-HSA-376419"
R-HSA-597592,"Post-translational protein modification",1,1483,0.12245066468499712,0.22990716408819656,0.22990716408819656,2,594,0.03836961436599703,9606,Homo sapiens,"THRA","P10827-2","R-HSA-4719423;R-HSA-4719447"
R-HSA-74160,"Gene expression (Transcription)",1,1575,0.13004706465196927,0.243181890279345,0.243181890279345,2,1137,0.07344486790259028,9606,Homo sapiens,"THRA","P10827","R-HSA-382096;R-HSA-376419"
R-HSA-392499,"Metabolism of proteins",1,2113,0.1744694905457848,0.31849937796026406,0.31849937796026406,2,912,0.05891092306698534,9606,Homo sapiens,"THRA","P10827-2","R-HSA-4719423;R-HSA-4719447"
