Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9018519,"Estrogen-dependent gene expression",1,119,0.009848547546139204,0.009848547546139175,0.009848547546139175,17,64,0.0041849212057804225,9606,Homo sapiens,"EP300","Q09472","R-HSA-9011981;R-HSA-9023884;R-HSA-9008271;R-HSA-9018497;R-HSA-9023840;R-HSA-9018499;R-HSA-9009378;R-HSA-9011941;R-HSA-9038052;R-HSA-9011975;R-HSA-9023846;R-HSA-9008315;R-HSA-9009371;R-HSA-9008285;R-HSA-9023859;R-HSA-9038163;R-HSA-9023860"
R-HSA-400206,"Regulation of lipid metabolism by PPARalpha",1,120,0.009931308449888272,0.00993130844988832,0.00993130844988832,4,46,0.0030079121166546787,9606,Homo sapiens,"EP300","Q09472","R-HSA-560473;R-HSA-1368065;R-HSA-1801587;R-HSA-560517"
R-HSA-9820952,"Respiratory Syncytial Virus Infection Pathway",1,133,0.01100720019862617,0.011007200198626221,0.011007200198626221,1,99,0.0064735499901915905,9606,Homo sapiens,"EP300","Q09472","R-HSA-1028817"
R-HSA-9917777,"Epigenetic regulation by WDR5-containing histone modifying complexes",1,136,0.011255482909873375,0.011255482909873327,0.011255482909873327,29,68,0.0044464787811416984,9606,Homo sapiens,"EP300","Q09472","R-HSA-9859223;R-HSA-9856211;R-HSA-9851539;R-HSA-9859291;R-HSA-9859334;R-HSA-9859206;R-HSA-9854146;R-HSA-9851534;R-HSA-9859084;R-HSA-9851530;R-HSA-9859082;R-HSA-9859273;R-HSA-9859188;R-HSA-9854130;R-HSA-9843120;R-HSA-9854128;R-HSA-9843121;R-HSA-9859121;R-HSA-9854142;R-HSA-9859007;R-HSA-9843900;R-HSA-9859196;R-HSA-9854141;R-HSA-9859005;R-HSA-9856486;R-HSA-9859182;R-HSA-9843119;R-HSA-9859119;R-HSA-9843116"
R-HSA-166520,"Signaling by NTRKs",1,139,0.011503765621120583,0.011503765621120543,0.011503765621120543,4,164,0.010723860589812333,9606,Homo sapiens,"EP300","Q09472","R-HSA-9620723;R-HSA-9613460;R-HSA-9613451;R-HSA-9620717"
R-HSA-9678108,"SARS-CoV-1 Infection",1,154,0.012745179177356616,0.012745179177356625,0.012745179177356625,1,156,0.010200745439089779,9606,Homo sapiens,"EP300","Q09472","R-HSA-9737710"
R-HSA-9730414,"MITF-M-regulated melanocyte development",1,155,0.012827940081105686,0.01282794008110566,0.01282794008110566,2,150,0.009808409076047865,9606,Homo sapiens,"EP300","Q09472","R-HSA-9926482;R-HSA-9926478"
R-HSA-9006936,"Signaling by TGFB family members",1,158,0.013076222792352892,0.013076222792352876,0.013076222792352876,3,148,0.009677630288367227,9606,Homo sapiens,"EP300","Q09472","R-HSA-9733207;R-HSA-9733216;R-HSA-9839371"
R-HSA-5633007,"Regulation of TP53 Activity",1,160,0.01324174459985103,0.013241744599851057,0.013241744599851057,9,97,0.006342771202510953,9606,Homo sapiens,"EP300","Q09472","R-HSA-6811479;R-HSA-5628871;R-HSA-6804229;R-HSA-6811508;R-HSA-6805650;R-HSA-6804242;R-HSA-6804383;R-HSA-3222093;R-HSA-6804379"
R-HSA-5621481,"C-type lectin receptors (CLRs)",1,161,0.0133245055036001,0.013324505503600093,0.013324505503600093,2,68,0.0044464787811416984,9606,Homo sapiens,"EP300","Q09472","R-HSA-5660660;R-HSA-5660666"
R-HSA-9909648,"Regulation of PD-L1(CD274) expression",1,164,0.013572788214847305,0.013572788214847309,0.013572788214847309,2,56,0.00366180605505787,9606,Homo sapiens,"EP300","Q09472","R-HSA-9909623;R-HSA-9909652"
R-HSA-3108232,"SUMO E3 ligases SUMOylate target proteins",1,175,0.014483158156087065,0.014483158156087028,0.014483158156087028,1,132,0.008631399986922122,9606,Homo sapiens,"EP300","Q09472","R-HSA-3899291"
R-HSA-2990846,"SUMOylation",1,181,0.014979723578581478,0.01497972357858146,0.01497972357858146,1,141,0.009219904531484992,9606,Homo sapiens,"EP300","Q09472","R-HSA-3899291"
R-HSA-201681,"TCF dependent signaling in response to WNT",1,188,0.01555904990482496,0.015559049904824929,0.015559049904824929,1,71,0.0046426469626626565,9606,Homo sapiens,"EP300","Q09472","R-HSA-3322427"
R-HSA-389948,"Co-inhibition by PD-1",1,191,0.015807332616072166,0.015807332616072145,0.015807332616072145,2,61,0.003988753024259465,9606,Homo sapiens,"EP300","Q09472","R-HSA-9909623;R-HSA-9909652"
R-HSA-69275,"G2/M Transition",1,191,0.015807332616072166,0.015807332616072145,0.015807332616072145,2,88,0.005754266657948081,9606,Homo sapiens,"EP300","Q09472","R-HSA-4088152;R-HSA-4088162"
R-HSA-8878171,"Transcriptional regulation by RUNX1",1,193,0.015972854423570305,0.015972854423570326,0.015972854423570326,14,132,0.008631399986922122,9606,Homo sapiens,"EP300","Q09472","R-HSA-8936616;R-HSA-8937097;R-HSA-8937037;R-HSA-8936621;R-HSA-8878050;R-HSA-8936481;R-HSA-8936995;R-HSA-8878056;R-HSA-8937016;R-HSA-8937050;R-HSA-8935740;R-HSA-8936979;R-HSA-8935731;R-HSA-8936628"
R-HSA-453274,"Mitotic G2-G2/M phases",1,193,0.015972854423570305,0.015972854423570326,0.015972854423570326,2,90,0.005885045445628719,9606,Homo sapiens,"EP300","Q09472","R-HSA-4088152;R-HSA-4088162"
R-HSA-8939211,"ESR-mediated signaling",1,195,0.01613837623106844,0.016138376231068396,0.016138376231068396,17,111,0.00725822271627542,9606,Homo sapiens,"EP300","Q09472","R-HSA-9011981;R-HSA-9023884;R-HSA-9008271;R-HSA-9018497;R-HSA-9023840;R-HSA-9018499;R-HSA-9009378;R-HSA-9011941;R-HSA-9038052;R-HSA-9011975;R-HSA-9023846;R-HSA-9008315;R-HSA-9009371;R-HSA-9008285;R-HSA-9023859;R-HSA-9038163;R-HSA-9023860"
R-HSA-157118,"Signaling by NOTCH",1,199,0.016469419846064717,0.01646941984606476,0.01646941984606476,20,160,0.010462303014451056,9606,Homo sapiens,"EP300","Q09472","R-HSA-9021451;R-HSA-1912415;R-HSA-9017835;R-HSA-9021450;R-HSA-9016751;R-HSA-2976551;R-HSA-9604664;R-HSA-4396371;R-HSA-1980078;R-HSA-1980047;R-HSA-1912393;R-HSA-1912394;R-HSA-4396347;R-HSA-4396379;R-HSA-1912391;R-HSA-1912416;R-HSA-1980067;R-HSA-4396382;R-HSA-2976563;R-HSA-1980065"
R-HSA-9711123,"Cellular response to chemical stress",1,200,0.016552180749813787,0.016552180749813794,0.016552180749813794,51,166,0.01085463937749297,9606,Homo sapiens,"EP300","Q09472","R-HSA-9761812;R-HSA-9761815;R-HSA-9759364;R-HSA-9760128;R-HSA-9761846;R-HSA-9761841;R-HSA-9761849;R-HSA-9761828;R-HSA-9759141;R-HSA-9761836;R-HSA-9796055;R-HSA-9796054;R-HSA-9796049;R-HSA-9796048;R-HSA-9760081;R-HSA-9796051;R-HSA-9759186;R-HSA-9760082;R-HSA-9796050;R-HSA-9796061;R-HSA-9796060;R-HSA-9796057;R-HSA-9796059;R-HSA-9796058;R-HSA-9796039;R-HSA-9796045;R-HSA-9796044;R-HSA-9796040;R-HSA-9796043;R-HSA-9796042;R-HSA-9796084;R-HSA-9796080;R-HSA-9796082;R-HSA-9760125;R-HSA-9760122;R-HSA-9796069;R-HSA-9759332;R-HSA-9796068;R-HSA-9796071;R-HSA-9760103;R-HSA-9796070;R-HSA-9796065;R-HSA-9796064;R-HSA-9760097;R-HSA-9760099;R-HSA-9796066;R-HSA-9796077;R-HSA-9796076;R-HSA-9796079;R-HSA-9796075;R-HSA-9796074"
R-HSA-3247509,"Chromatin modifying enzymes",1,238,0.01969709509227841,0.01969709509227846,0.01969709509227846,1,85,0.0055580984764271235,9606,Homo sapiens,"EP300","Q09472","R-HSA-3662335"
R-HSA-388841,"Regulation of T cell activation by CD28 family",1,244,0.02019366051477282,0.020193660514772782,0.020193660514772782,2,91,0.005950434839469038,9606,Homo sapiens,"EP300","Q09472","R-HSA-9909623;R-HSA-9909652"
R-HSA-4839726,"Chromatin organization",1,253,0.02093850864851444,0.02093850864851443,0.02093850864851443,1,105,0.006865886353233506,9606,Homo sapiens,"EP300","Q09472","R-HSA-3662335"
R-HSA-5688426,"Deubiquitination",1,269,0.022262683108499545,0.022262683108499548,0.022262683108499548,1,77,0.005034983325704571,9606,Homo sapiens,"EP300","Q09472","R-HSA-5691381"
R-HSA-9006931,"Signaling by Nuclear Receptors",1,270,0.022345444012248614,0.022345444012248583,0.022345444012248583,19,192,0.012554763617341267,9606,Homo sapiens,"EP300","Q09472","R-HSA-9011981;R-HSA-9023884;R-HSA-9008271;R-HSA-9018497;R-HSA-9023840;R-HSA-9018499;R-HSA-9009378;R-HSA-9011941;R-HSA-9038052;R-HSA-9011975;R-HSA-9023846;R-HSA-9029561;R-HSA-9008315;R-HSA-9009371;R-HSA-9605057;R-HSA-9008285;R-HSA-9023859;R-HSA-9038163;R-HSA-9023860"
R-HSA-195721,"Signaling by WNT",1,285,0.023586857568484648,0.023586857568484665,0.023586857568484665,1,157,0.0102661348329301,9606,Homo sapiens,"EP300","Q09472","R-HSA-3322427"
R-HSA-212165,"Epigenetic regulation of gene expression",1,287,0.023752379375982787,0.023752379375982735,0.023752379375982735,31,118,0.007715948473157654,9606,Homo sapiens,"EP300","Q09472","R-HSA-9859223;R-HSA-9856211;R-HSA-9851539;R-HSA-9859291;R-HSA-9859334;R-HSA-9859206;R-HSA-9854146;R-HSA-9851534;R-HSA-9859084;R-HSA-9851530;R-HSA-9859082;R-HSA-9859273;R-HSA-9859188;R-HSA-5250930;R-HSA-9854130;R-HSA-9843120;R-HSA-9854128;R-HSA-9843121;R-HSA-9859121;R-HSA-9854142;R-HSA-9859007;R-HSA-9843900;R-HSA-9859196;R-HSA-5250938;R-HSA-9854141;R-HSA-9859005;R-HSA-9856486;R-HSA-9859182;R-HSA-9843119;R-HSA-9859119;R-HSA-9843116"
R-HSA-3700989,"Transcriptional Regulation by TP53",1,361,0.029876686253413887,0.029876686253413887,0.029876686253413887,11,257,0.016805074216962007,9606,Homo sapiens,"EP300","Q09472","R-HSA-6811479;R-HSA-3215152;R-HSA-5628871;R-HSA-6804229;R-HSA-6811508;R-HSA-6805650;R-HSA-6804242;R-HSA-6804383;R-HSA-3215144;R-HSA-3222093;R-HSA-6804379"
R-HSA-5663202,"Diseases of signal transduction by growth factor receptors and second messengers",1,479,0.03964247289580402,0.039642472895804026,0.039642472895804026,11,514,0.033610148433924014,9606,Homo sapiens,"EP300","Q09472","R-HSA-4396402;R-HSA-4396401;R-HSA-2220979;R-HSA-2220981;R-HSA-2220964;R-HSA-2220966;R-HSA-2220985;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-2220957"
R-HSA-9679506,"SARS-CoV Infections",1,513,0.042456343623272365,0.04245634362327233,0.04245634362327233,1,396,0.025894199960766362,9606,Homo sapiens,"EP300","Q09472","R-HSA-9737710"
R-HSA-69278,"Cell Cycle, Mitotic",1,528,0.0436977571795084,0.04369775717950841,0.04369775717950841,2,367,0.02399790753939711,9606,Homo sapiens,"EP300","Q09472","R-HSA-4088152;R-HSA-4088162"
R-HSA-9006934,"Signaling by Receptor Tyrosine Kinases",1,554,0.04584954067698419,0.04584954067698421,0.04584954067698421,5,759,0.049630549924802196,9606,Homo sapiens,"EP300","Q09472","R-HSA-9620723;R-HSA-9613460;R-HSA-9613451;R-HSA-9701531;R-HSA-9620717"
R-HSA-1640170,"Cell Cycle",1,665,0.05503600099313084,0.055036000993130885,0.055036000993130885,2,474,0.030994572680311253,9606,Homo sapiens,"EP300","Q09472","R-HSA-4088152;R-HSA-4088162"
R-HSA-556833,"Metabolism of lipids",1,765,0.06331209136803774,0.06331209136803773,0.06331209136803773,4,868,0.05675799385339698,9606,Homo sapiens,"EP300","Q09472","R-HSA-560473;R-HSA-1368065;R-HSA-1801587;R-HSA-560517"
R-HSA-2262752,"Cellular responses to stress",1,777,0.06430522221302656,0.06430522221302659,0.06430522221302659,59,513,0.0335447590400837,9606,Homo sapiens,"EP300","Q09472","R-HSA-9761812;R-HSA-9761815;R-HSA-9759364;R-HSA-3371554;R-HSA-9760128;R-HSA-1368065;R-HSA-9761846;R-HSA-9761841;R-HSA-9761849;R-HSA-9761828;R-HSA-9759141;R-HSA-9761836;R-HSA-9796055;R-HSA-9796054;R-HSA-9796049;R-HSA-9796048;R-HSA-9760081;R-HSA-9796051;R-HSA-9759186;R-HSA-9760082;R-HSA-9796050;R-HSA-9796061;R-HSA-9796060;R-HSA-1235035;R-HSA-9796057;R-HSA-9796059;R-HSA-9796058;R-HSA-1235037;R-HSA-400342;R-HSA-9796039;R-HSA-9796045;R-HSA-9796044;R-HSA-9796040;R-HSA-9796043;R-HSA-9796042;R-HSA-9796084;R-HSA-9796080;R-HSA-1234167;R-HSA-9796082;R-HSA-9760125;R-HSA-549475;R-HSA-1235070;R-HSA-9760122;R-HSA-9796069;R-HSA-9759332;R-HSA-9796068;R-HSA-9796071;R-HSA-9760103;R-HSA-9796070;R-HSA-9796065;R-HSA-9796064;R-HSA-9760097;R-HSA-9760099;R-HSA-9796066;R-HSA-9796077;R-HSA-9796076;R-HSA-9796079;R-HSA-9796075;R-HSA-9796074"
R-HSA-8953897,"Cellular responses to stimuli",1,888,0.07349168252917322,0.07349168252917326,0.07349168252917326,59,605,0.039560583273393055,9606,Homo sapiens,"EP300","Q09472","R-HSA-9761812;R-HSA-9761815;R-HSA-9759364;R-HSA-3371554;R-HSA-9760128;R-HSA-1368065;R-HSA-9761846;R-HSA-9761841;R-HSA-9761849;R-HSA-9761828;R-HSA-9759141;R-HSA-9761836;R-HSA-9796055;R-HSA-9796054;R-HSA-9796049;R-HSA-9796048;R-HSA-9760081;R-HSA-9796051;R-HSA-9759186;R-HSA-9760082;R-HSA-9796050;R-HSA-9796061;R-HSA-9796060;R-HSA-1235035;R-HSA-9796057;R-HSA-9796059;R-HSA-9796058;R-HSA-1235037;R-HSA-400342;R-HSA-9796039;R-HSA-9796045;R-HSA-9796044;R-HSA-9796040;R-HSA-9796043;R-HSA-9796042;R-HSA-9796084;R-HSA-9796080;R-HSA-1234167;R-HSA-9796082;R-HSA-9760125;R-HSA-549475;R-HSA-1235070;R-HSA-9760122;R-HSA-9796069;R-HSA-9759332;R-HSA-9796068;R-HSA-9796071;R-HSA-9760103;R-HSA-9796070;R-HSA-9796065;R-HSA-9796064;R-HSA-9760097;R-HSA-9760099;R-HSA-9796066;R-HSA-9796077;R-HSA-9796076;R-HSA-9796079;R-HSA-9796075;R-HSA-9796074"
R-HSA-1280218,"Adaptive Immune System",1,991,0.08201605561532732,0.08201605561532732,0.08201605561532732,2,324,0.021186163604263387,9606,Homo sapiens,"EP300","Q09472","R-HSA-9909623;R-HSA-9909652"
R-HSA-9824446,"Viral Infection Pathways",1,1047,0.08665066622527517,0.08665066622527517,0.08665066622527517,2,743,0.04858431962335709,9606,Homo sapiens,"EP300","Q09472","R-HSA-9737710;R-HSA-1028817"
R-HSA-168249,"Innate Immune System",1,1201,0.0993958454026318,0.0993958454026318,0.0993958454026318,10,727,0.04753808932191199,9606,Homo sapiens,"EP300","Q09472","R-HSA-1028815;R-HSA-9604499;R-HSA-5660660;R-HSA-1028812;R-HSA-1028820;R-HSA-5660666;R-HSA-1028819;R-HSA-3134883;R-HSA-933536;R-HSA-1028817"
R-HSA-212436,"Generic Transcription Pathway",1,1255,0.10386493420508151,0.10386493420508147,0.10386493420508147,47,878,0.05741188779180017,9606,Homo sapiens,"EP300","Q09472","R-HSA-8937097;R-HSA-9617683;R-HSA-3215152;R-HSA-9733207;R-HSA-8937037;R-HSA-8951951;R-HSA-8878220;R-HSA-9617758;R-HSA-1980047;R-HSA-8937050;R-HSA-5628871;R-HSA-6811508;R-HSA-9617735;R-HSA-8951966;R-HSA-8952081;R-HSA-3215144;R-HSA-8878237;R-HSA-8936979;R-HSA-9622604;R-HSA-8936616;R-HSA-8951977;R-HSA-9622579;R-HSA-6804229;R-HSA-8878243;R-HSA-8936621;R-HSA-8878050;R-HSA-8936481;R-HSA-8936995;R-HSA-8952419;R-HSA-8952101;R-HSA-8878056;R-HSA-8937016;R-HSA-6811479;R-HSA-9620515;R-HSA-8952058;R-HSA-8935740;R-HSA-9733216;R-HSA-8864307;R-HSA-6805650;R-HSA-6804242;R-HSA-4396347;R-HSA-6804383;R-HSA-8935731;R-HSA-8936628;R-HSA-3222093;R-HSA-6804379;R-HSA-9622572"
R-HSA-73857,"RNA Polymerase II Transcription",1,1379,0.11412728626996607,0.11412728626996604,0.11412728626996604,47,939,0.061400640816059636,9606,Homo sapiens,"EP300","Q09472","R-HSA-8937097;R-HSA-9617683;R-HSA-3215152;R-HSA-9733207;R-HSA-8937037;R-HSA-8951951;R-HSA-8878220;R-HSA-9617758;R-HSA-1980047;R-HSA-8937050;R-HSA-5628871;R-HSA-6811508;R-HSA-9617735;R-HSA-8951966;R-HSA-8952081;R-HSA-3215144;R-HSA-8878237;R-HSA-8936979;R-HSA-9622604;R-HSA-8936616;R-HSA-8951977;R-HSA-9622579;R-HSA-6804229;R-HSA-8878243;R-HSA-8936621;R-HSA-8878050;R-HSA-8936481;R-HSA-8936995;R-HSA-8952419;R-HSA-8952101;R-HSA-8878056;R-HSA-8937016;R-HSA-6811479;R-HSA-9620515;R-HSA-8952058;R-HSA-8935740;R-HSA-9733216;R-HSA-8864307;R-HSA-6805650;R-HSA-6804242;R-HSA-4396347;R-HSA-6804383;R-HSA-8935731;R-HSA-8936628;R-HSA-3222093;R-HSA-6804379;R-HSA-9622572"
R-HSA-1266738,"Developmental Biology",1,1483,0.12273442025986923,0.12273442025986925,0.12273442025986925,30,979,0.0640162165696724,9606,Homo sapiens,"EP300","Q09472","R-HSA-5617877;R-HSA-1183058;R-HSA-5617431;R-HSA-9926482;R-HSA-5617874;R-HSA-1183003;R-HSA-560517;R-HSA-9818523;R-HSA-560472;R-HSA-560473;R-HSA-1980047;R-HSA-9634433;R-HSA-5617862;R-HSA-5617859;R-HSA-9926478;R-HSA-9816396;R-HSA-5693644;R-HSA-5617867;R-HSA-560491;R-HSA-560493;R-HSA-5617471;R-HSA-9793400;R-HSA-9793383;R-HSA-560510;R-HSA-381309;R-HSA-5617452;R-HSA-560498;R-HSA-9617064;R-HSA-5617454;R-HSA-5617896"
R-HSA-597592,"Post-translational protein modification",1,1483,0.12273442025986923,0.12273442025986925,0.12273442025986925,2,594,0.03884129994114954,9606,Homo sapiens,"EP300","Q09472","R-HSA-3899291;R-HSA-5691381"
R-HSA-5663205,"Infectious disease",1,1495,0.12372755110485807,0.12372755110485811,0.12372755110485811,2,1055,0.06898581050153665,9606,Homo sapiens,"EP300","Q09472","R-HSA-9737710;R-HSA-1028817"
R-HSA-74160,"Gene expression (Transcription)",1,1607,0.1329967723247538,0.13299677232475382,0.13299677232475382,78,1138,0.07441313019028313,9606,Homo sapiens,"EP300","Q09472","R-HSA-8937097;R-HSA-9859223;R-HSA-9617683;R-HSA-3215152;R-HSA-9851539;R-HSA-8951951;R-HSA-8878220;R-HSA-9859334;R-HSA-9859206;R-HSA-1980047;R-HSA-5628871;R-HSA-6811508;R-HSA-8951966;R-HSA-9851534;R-HSA-8952081;R-HSA-3215144;R-HSA-9859084;R-HSA-8878237;R-HSA-8936979;R-HSA-9851530;R-HSA-9859082;R-HSA-8936616;R-HSA-8951977;R-HSA-9622579;R-HSA-5250930;R-HSA-9854130;R-HSA-8878243;R-HSA-8936621;R-HSA-9843120;R-HSA-9854128;R-HSA-9843121;R-HSA-9859121;R-HSA-9854142;R-HSA-8936481;R-HSA-9859007;R-HSA-9843900;R-HSA-5250938;R-HSA-8936995;R-HSA-9854141;R-HSA-9859005;R-HSA-8952101;R-HSA-8937016;R-HSA-6811479;R-HSA-9620515;R-HSA-8935740;R-HSA-8864307;R-HSA-9843119;R-HSA-9859119;R-HSA-9843116;R-HSA-8935731;R-HSA-8936628;R-HSA-9622572;R-HSA-9733207;R-HSA-8937037;R-HSA-9856211;R-HSA-9617758;R-HSA-9859291;R-HSA-8937050;R-HSA-9854146;R-HSA-9617735;R-HSA-9622604;R-HSA-9859273;R-HSA-9859188;R-HSA-6804229;R-HSA-8878050;R-HSA-9859196;R-HSA-8952419;R-HSA-8878056;R-HSA-9856486;R-HSA-8952058;R-HSA-9733216;R-HSA-6805650;R-HSA-6804242;R-HSA-9859182;R-HSA-4396347;R-HSA-6804383;R-HSA-3222093;R-HSA-6804379"
R-HSA-392499,"Metabolism of proteins",1,2113,0.17487378962178268,0.17487378962178268,0.17487378962178268,2,912,0.05963512718237102,9606,Homo sapiens,"EP300","Q09472","R-HSA-3899291;R-HSA-5691381"
R-HSA-1430728,"Metabolism",1,2214,0.18323264090043864,0.18323264090043867,0.18323264090043867,4,2135,0.1396063558490813,9606,Homo sapiens,"EP300","Q09472","R-HSA-560473;R-HSA-1368065;R-HSA-1801587;R-HSA-560517"
R-HSA-168256,"Immune System",1,2325,0.1924191012165853,0.19241910121658523,0.19241910121658523,12,1771,0.11580461649120513,9606,Homo sapiens,"EP300","Q09472","R-HSA-9909623;R-HSA-1028815;R-HSA-9604499;R-HSA-5660660;R-HSA-9909652;R-HSA-1028812;R-HSA-5660666;R-HSA-3134883;R-HSA-933536;R-HSA-1028820;R-HSA-1028819;R-HSA-1028817"
R-HSA-1643685,"Disease",1,2353,0.1947364065215592,0.1947364065215592,0.1947364065215592,13,1984,0.1297325573791931,9606,Homo sapiens,"EP300","Q09472","R-HSA-2220964;R-HSA-2220966;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-4396402;R-HSA-4396401;R-HSA-2220979;R-HSA-2220981;R-HSA-2220985;R-HSA-9737710;R-HSA-2220957;R-HSA-1028817"
R-HSA-162582,"Signal Transduction",1,2612,0.21617148059256808,0.21617148059256808,0.21617148059256808,48,2576,0.168443078532662,9606,Homo sapiens,"EP300","Q09472","R-HSA-9021451;R-HSA-9021450;R-HSA-9011981;R-HSA-9023884;R-HSA-9008271;R-HSA-9613460;R-HSA-9018497;R-HSA-3322427;R-HSA-2976551;R-HSA-9018499;R-HSA-9011975;R-HSA-9701531;R-HSA-4396371;R-HSA-1980047;R-HSA-9008285;R-HSA-4396379;R-HSA-9613451;R-HSA-9839371;R-HSA-4396382;R-HSA-2976563;R-HSA-9016751;R-HSA-9604664;R-HSA-9029561;R-HSA-1980078;R-HSA-9008315;R-HSA-1980067;R-HSA-1980065;R-HSA-1912415;R-HSA-9733207;R-HSA-9009371;R-HSA-9605057;R-HSA-1912393;R-HSA-1912394;R-HSA-9038163;R-HSA-1912391;R-HSA-9620723;R-HSA-9017835;R-HSA-9023840;R-HSA-9009378;R-HSA-9011941;R-HSA-9038052;R-HSA-9023846;R-HSA-9733216;R-HSA-4396347;R-HSA-9023859;R-HSA-9023860;R-HSA-1912416;R-HSA-9620717"
