 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL221	 Cyclooxygenase-1 
 2 	 CHEMBL4422	 Free fatty acid receptor 1 
 3 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 4 	 CHEMBL1795098	 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 
 5 	 CHEMBL4079	 G-protein coupled receptor kinase 2 
 6 	 CHEMBL1856	 Steroid 5-alpha-reductase 2 
 7 	 CHEMBL2034	 Glucocorticoid receptor 
 8 	 CHEMBL1865	 Histone deacetylase 6 
 9 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 10 	 CHEMBL2088	 Carboxypeptidase A1 
 11 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
 12 	 CHEMBL1900	 Aldose reductase 
 13 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 14 	 CHEMBL3180	 Carboxylesterase 2 
 15 	 CHEMBL1907	 Aminopeptidase N 
 16 	 CHEMBL3439	 Aminopeptidase A 
 17 	 CHEMBL253	 Cannabinoid CB2 receptor 
 18 	 CHEMBL5485	 D-amino-acid oxidase 
 19 	 CHEMBL2487	 Beta amyloid A4 protein 
 20 	 CHEMBL230	 Cyclooxygenase-2 
