 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1250375	 NADPH oxidase 4 
 2 	 CHEMBL1900	 Aldose reductase 
 3 	 CHEMBL1916	 Alpha-2c adrenergic receptor 
 4 	 CHEMBL205	 Carbonic anhydrase II 
 5 	 CHEMBL2326	 Carbonic anhydrase VII 
 6 	 CHEMBL2622	 Aldose reductase 
 7 	 CHEMBL3242	 Carbonic anhydrase XII 
 8 	 CHEMBL3729	 Carbonic anhydrase IV 
 9 	 CHEMBL5573	 Intestinal alkaline phosphatase 
 10 	 CHEMBL220	 Acetylcholinesterase 
 11 	 CHEMBL1825	 TNF-alpha 
 12 	 CHEMBL5880	 Interleukin-2 
 13 	 CHEMBL4660	 Lymphocyte differentiation antigen CD38 
 14 	 CHEMBL261	 Carbonic anhydrase I 
 15 	 CHEMBL3594	 Carbonic anhydrase IX 
 16 	 CHEMBL2345	 Ribosomal protein S6 kinase alpha 3 
 17 	 CHEMBL2073676	 Canalicular multispecific organic anion transporter 1 
 18 	 CHEMBL4123	 Neurotensin receptor 1 
 19 	 CHEMBL230	 Cyclooxygenase-2 
 20 	 CHEMBL1293224	 Microtubule-associated protein tau 
