 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 2 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 3 	 CHEMBL261	 Carbonic anhydrase I 
 4 	 CHEMBL3594	 Carbonic anhydrase IX 
 5 	 CHEMBL1829	 Histone deacetylase 3 
 6 	 CHEMBL6007	 Transient receptor potential cation channel subfamily A member 1 
 7 	 CHEMBL268	 Cathepsin K 
 8 	 CHEMBL3837	 Cathepsin L 
 9 	 CHEMBL4072	 Cathepsin B 
 10 	 CHEMBL1641347	 Solute carrier family 22 member 6 
 11 	 CHEMBL1641348	 Solute carrier family 22 member 8 
 12 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 13 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 14 	 CHEMBL1293243	 MCOLN3 protein 
 15 	 CHEMBL1741179	 Probable DNA dC-&gt;dU-editing enzyme APOBEC-3A 
 16 	 CHEMBL1741217	 DNA dC-&gt;dU-editing enzyme APOBEC-3G 
 17 	 CHEMBL205	 Carbonic anhydrase II 
 18 	 CHEMBL3729	 Carbonic anhydrase IV 
 19 	 CHEMBL5485	 D-amino-acid oxidase 
 20 	 CHEMBL3242	 Carbonic anhydrase XII 
