 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3510	 Carbonic anhydrase XIV 
 2 	 CHEMBL2326	 Carbonic anhydrase VII 
 3 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 4 	 CHEMBL261	 Carbonic anhydrase I 
 5 	 CHEMBL1293226	 Lysine-specific demethylase 4D-like 
 6 	 CHEMBL3242	 Carbonic anhydrase XII 
 7 	 CHEMBL205	 Carbonic anhydrase II 
 8 	 CHEMBL2622	 Aldose reductase 
 9 	 CHEMBL3594	 Carbonic anhydrase IX 
 10 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 11 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 12 	 CHEMBL3025	 Carbonic anhydrase VI 
 13 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 14 	 CHEMBL1865	 Histone deacetylase 6 
 15 	 CHEMBL4789	 Carbonic anhydrase VA 
 16 	 CHEMBL5857	 Trace amine-associated receptor 1 
 17 	 CHEMBL5485	 D-amino-acid oxidase 
 18 	 CHEMBL338	 Dopamine transporter 
 19 	 CHEMBL3192	 Histone deacetylase 8 
 20 	 CHEMBL1946	 Melatonin receptor 1B 
