 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3369	 Neprilysin 
 2 	 CHEMBL1835	 Thromboxane-A synthase 
 3 	 CHEMBL4736	 DNA excision repair protein ERCC-5 
 4 	 CHEMBL1944	 Neprilysin 
 5 	 CHEMBL5027	 Flap endonuclease 1 
 6 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 7 	 CHEMBL4229	 Hydroxyacid oxidase 1 
 8 	 CHEMBL4822	 Beta-secretase 1 
 9 	 CHEMBL333	 Matrix metalloproteinase-2 
 10 	 CHEMBL2622	 Aldose reductase 
 11 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 12 	 CHEMBL205	 Carbonic anhydrase II 
 13 	 CHEMBL261	 Carbonic anhydrase I 
 14 	 CHEMBL1808	 Angiotensin-converting enzyme 
 15 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 16 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 17 	 CHEMBL5071	 G protein-coupled receptor 44 
 18 	 CHEMBL3710	 Prostanoid EP3 receptor 
 19 	 CHEMBL325	 Histone deacetylase 1 
 20 	 CHEMBL1907	 Aminopeptidase N 
