 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL205	 Carbonic anhydrase II 
 2 	 CHEMBL261	 Carbonic anhydrase I 
 3 	 CHEMBL3594	 Carbonic anhydrase IX 
 4 	 CHEMBL3242	 Carbonic anhydrase XII 
 5 	 CHEMBL332	 Matrix metalloproteinase-1 
 6 	 CHEMBL333	 Matrix metalloproteinase-2 
 7 	 CHEMBL283	 Matrix metalloproteinase 3 
 8 	 CHEMBL321	 Matrix metalloproteinase 9 
 9 	 CHEMBL2135	 P2X purinoceptor 2 
 10 	 CHEMBL280	 Matrix metalloproteinase 13 
 11 	 CHEMBL3369	 Neprilysin 
 12 	 CHEMBL230	 Cyclooxygenase-2 
 13 	 CHEMBL3510	 Carbonic anhydrase XIV 
 14 	 CHEMBL4073	 Matrix metalloproteinase 7 
 15 	 CHEMBL4588	 Matrix metalloproteinase 8 
 16 	 CHEMBL2326	 Carbonic anhydrase VII 
 17 	 CHEMBL1864	 Thrombopoietin receptor 
 18 	 CHEMBL2706	 Receptor-type tyrosine-protein phosphatase beta 
 19 	 CHEMBL3338	 Squalene synthetase 
 20 	 CHEMBL3815	 Squalene synthetase 
