 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1250375	 NADPH oxidase 4 
 2 	 CHEMBL1900	 Aldose reductase 
 3 	 CHEMBL1916	 Alpha-2c adrenergic receptor 
 4 	 CHEMBL205	 Carbonic anhydrase II 
 5 	 CHEMBL2326	 Carbonic anhydrase VII 
 6 	 CHEMBL2622	 Aldose reductase 
 7 	 CHEMBL3242	 Carbonic anhydrase XII 
 8 	 CHEMBL3729	 Carbonic anhydrase IV 
 9 	 CHEMBL5573	 Intestinal alkaline phosphatase 
 10 	 CHEMBL220	 Acetylcholinesterase 
 11 	 CHEMBL1825	 TNF-alpha 
 12 	 CHEMBL5880	 Interleukin-2 
 13 	 CHEMBL230	 Cyclooxygenase-2 
 14 	 CHEMBL4123	 Neurotensin receptor 1 
 15 	 CHEMBL4660	 Lymphocyte differentiation antigen CD38 
 16 	 CHEMBL3959	 Quinone reductase 2 
 17 	 CHEMBL3402	 Alkaline phosphatase placental-like 
 18 	 CHEMBL2073676	 Canalicular multispecific organic anion transporter 1 
 19 	 CHEMBL1293224	 Microtubule-associated protein tau 
 20 	 CHEMBL1993	 DNA (cytosine-5)-methyltransferase 1 
