 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2326	 Carbonic anhydrase VII 
 2 	 CHEMBL3242	 Carbonic anhydrase XII 
 3 	 CHEMBL3729	 Carbonic anhydrase IV 
 4 	 CHEMBL4393	 Matrix metalloproteinase 12 
 5 	 CHEMBL205	 Carbonic anhydrase II 
 6 	 CHEMBL261	 Carbonic anhydrase I 
 7 	 CHEMBL2885	 Carbonic anhydrase III 
 8 	 CHEMBL3025	 Carbonic anhydrase VI 
 9 	 CHEMBL3594	 Carbonic anhydrase IX 
 10 	 CHEMBL3969	 Carbonic anhydrase VB 
 11 	 CHEMBL4789	 Carbonic anhydrase VA 
 12 	 CHEMBL5979	 Alkaline phosphatase, tissue-nonspecific isozyme 
 13 	 CHEMBL4878	 Cytochrome P450 1B1 
 14 	 CHEMBL280	 Matrix metalloproteinase 13 
 15 	 CHEMBL221	 Cyclooxygenase-1 
 16 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 17 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 18 	 CHEMBL260	 MAP kinase p38 alpha 
 19 	 CHEMBL4822	 Beta-secretase 1 
 20 	 CHEMBL4860	 Apoptosis regulator Bcl-2 
