 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2492	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 2 	 CHEMBL2039	 Monoamine oxidase B 
 3 	 CHEMBL206	 Estrogen receptor alpha 
 4 	 CHEMBL2622	 Aldose reductase 
 5 	 CHEMBL1741213	 Sentrin-specific protease 7 
 6 	 CHEMBL1900	 Aldose reductase 
 7 	 CHEMBL1795098	 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 
 8 	 CHEMBL4361	 Induced myeloid leukemia cell differentiation protein Mcl-1 
 9 	 CHEMBL1978	 Cytochrome P450 19A1 
 10 	 CHEMBL2326	 Carbonic anhydrase VII 
 11 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
 12 	 CHEMBL3181	 Estradiol 17-beta-dehydrogenase 1 
 13 	 CHEMBL3242	 Carbonic anhydrase XII 
 14 	 CHEMBL3305	 Testis-specific androgen-binding protein 
 15 	 CHEMBL3729	 Carbonic anhydrase IV 
 16 	 CHEMBL4878	 Cytochrome P450 1B1 
 17 	 CHEMBL5586	 Carbonyl reductase [NADPH] 1 
 18 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 19 	 CHEMBL1250375	 NADPH oxidase 4 
 20 	 CHEMBL1871	 Androgen Receptor 
