 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2622	 Aldose reductase 
 2 	 CHEMBL2345	 Ribosomal protein S6 kinase alpha 3 
 3 	 CHEMBL2326	 Carbonic anhydrase VII 
 4 	 CHEMBL1900	 Aldose reductase 
 5 	 CHEMBL3729	 Carbonic anhydrase IV 
 6 	 CHEMBL3242	 Carbonic anhydrase XII 
 7 	 CHEMBL205	 Carbonic anhydrase II 
 8 	 CHEMBL267	 Tyrosine-protein kinase SRC 
 9 	 CHEMBL1250375	 NADPH oxidase 4 
 10 	 CHEMBL220	 Acetylcholinesterase 
 11 	 CHEMBL5393	 ATP-binding cassette sub-family G member 2 
 12 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 13 	 CHEMBL5573	 Intestinal alkaline phosphatase 
 14 	 CHEMBL3004	 Multidrug resistance-associated protein 1 
 15 	 CHEMBL1827	 Phosphodiesterase 5A 
 16 	 CHEMBL2231	 Cytochrome P450 1A1 
 17 	 CHEMBL4878	 Cytochrome P450 1B1 
 18 	 CHEMBL4822	 Beta-secretase 1 
 19 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 20 	 CHEMBL338	 Dopamine transporter 
