 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3105	 Poly [ADP-ribose] polymerase-1 
 2 	 CHEMBL2971	 Tyrosine-protein kinase JAK2 
 3 	 CHEMBL5145	 Serine/threonine-protein kinase B-raf 
 4 	 CHEMBL1929	 Xanthine dehydrogenase 
 5 	 CHEMBL4722	 Serine/threonine-protein kinase Aurora-A 
 6 	 CHEMBL4338	 Purine nucleoside phosphorylase 
 7 	 CHEMBL2147	 Serine/threonine-protein kinase PIM1 
 8 	 CHEMBL4630	 Serine/threonine-protein kinase Chk1 
 9 	 CHEMBL5888	 Mitogen-activated protein kinase kinase kinase 14 
 10 	 CHEMBL251	 Adenosine A2a receptor 
 11 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
 12 	 CHEMBL2148	 Tyrosine-protein kinase JAK3 
 13 	 CHEMBL2599	 Tyrosine-protein kinase SYK 
 14 	 CHEMBL261	 Carbonic anhydrase I 
 15 	 CHEMBL4203	 Dual specificity protein kinase CLK4 
 16 	 CHEMBL260	 MAP kinase p38 alpha 
 17 	 CHEMBL301	 Cyclin-dependent kinase 2 
 18 	 CHEMBL205	 Carbonic anhydrase II 
 19 	 CHEMBL4235	 11-beta-hydroxysteroid dehydrogenase 1 
 20 	 CHEMBL1991	 Inhibitor of nuclear factor kappa B kinase beta subunit 
