 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL4980	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 2 	 CHEMBL4203	 Dual specificity protein kinase CLK4 
 3 	 CHEMBL4630	 Serine/threonine-protein kinase Chk1 
 4 	 CHEMBL1955	 Vascular endothelial growth factor receptor 3 
 5 	 CHEMBL1974	 Tyrosine-protein kinase receptor FLT3 
 6 	 CHEMBL2041	 Tyrosine-protein kinase receptor RET 
 7 	 CHEMBL2147	 Serine/threonine-protein kinase PIM1 
 8 	 CHEMBL2185	 Serine/threonine-protein kinase Aurora-B 
 9 	 CHEMBL2250	 Tyrosine-protein kinase BLK 
 10 	 CHEMBL2345	 Ribosomal protein S6 kinase alpha 3 
 11 	 CHEMBL2543	 Casein kinase I gamma 2 
 12 	 CHEMBL2595	 Protein kinase C nu 
 13 	 CHEMBL2599	 Tyrosine-protein kinase SYK 
 14 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 15 	 CHEMBL279	 Vascular endothelial growth factor receptor 2 
 16 	 CHEMBL2801	 CaM kinase II delta 
 17 	 CHEMBL2850	 Glycogen synthase kinase-3 alpha 
 18 	 CHEMBL301	 Cyclin-dependent kinase 2 
 19 	 CHEMBL308	 Cyclin-dependent kinase 1 
 20 	 CHEMBL3788	 Serine/threonine-protein kinase PLK4 
