 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL205	 Carbonic anhydrase II 
 2 	 CHEMBL2326	 Carbonic anhydrase VII 
 3 	 CHEMBL261	 Carbonic anhydrase I 
 4 	 CHEMBL2885	 Carbonic anhydrase III 
 5 	 CHEMBL3025	 Carbonic anhydrase VI 
 6 	 CHEMBL3242	 Carbonic anhydrase XII 
 7 	 CHEMBL3510	 Carbonic anhydrase XIV 
 8 	 CHEMBL3594	 Carbonic anhydrase IX 
 9 	 CHEMBL3729	 Carbonic anhydrase IV 
 10 	 CHEMBL3969	 Carbonic anhydrase VB 
 11 	 CHEMBL4789	 Carbonic anhydrase VA 
 12 	 CHEMBL3912	 Carbonic anhydrase XIII 
 13 	 CHEMBL260	 MAP kinase p38 alpha 
 14 	 CHEMBL5282	 Cytochrome P450 2A6 
 15 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 16 	 CHEMBL3356	 Cytochrome P450 1A2 
 17 	 CHEMBL3105	 Poly [ADP-ribose] polymerase-1 
 18 	 CHEMBL220	 Acetylcholinesterase 
 19 	 CHEMBL3922	 Methionine aminopeptidase 2 
 20 	 CHEMBL1914	 Butyrylcholinesterase 
