"","x"
"238","CHEMBL3912"
"239","CHEMBL3969"
"240","CHEMBL4789"
"241","CHEMBL1741217"
"242","CHEMBL1293229"
"243","CHEMBL2753"
"244","CHEMBL5282"
"245","CHEMBL5281"
"246","CHEMBL4617"
"247","CHEMBL3785"
"248","CHEMBL289"
"249","CHEMBL249"
"250","CHEMBL298"
"251","CHEMBL3508"
"252","CHEMBL3105"
"253","CHEMBL1900"
"254","CHEMBL5756"
"255","CHEMBL5027"
"256","CHEMBL330"
"257","CHEMBL4736"
"258","CHEMBL4685"
"259","CHEMBL3459"
"260","CHEMBL324"
"261","CHEMBL2123"
"262","CHEMBL4398"
"263","CHEMBL4518"
"264","CHEMBL2804"
"265","CHEMBL4714"
"266","CHEMBL1952"
"267","CHEMBL2360"
"268","CHEMBL226"
"269","CHEMBL267"
"270","CHEMBL3975"
"271","CHEMBL4315"
"272","CHEMBL2002"
"273","CHEMBL4595"
"274","CHEMBL2518"
"275","CHEMBL1075162"
"276","CHEMBL5955"
"277","CHEMBL2074"
"278","CHEMBL3114"
"279","CHEMBL3513"
"280","CHEMBL1782"
"281","CHEMBL3106"
"282","CHEMBL4769"
"283","CHEMBL2755"
"284","CHEMBL3439"
"285","CHEMBL3772"
"286","CHEMBL1743125"
"287","CHEMBL2748"
"288","CHEMBL3351218"
"289","CHEMBL3329079"
"290","CHEMBL2998"
"291","CHEMBL4848"
"292","CHEMBL3884"
"293","CHEMBL4867"
"294","CHEMBL2094"
"295","CHEMBL2135"
"296","CHEMBL2188"
"297","CHEMBL3892"
"298","CHEMBL1822"
"299","CHEMBL4333"
"300","CHEMBL2274"
"301","CHEMBL3629"
"302","CHEMBL1973"
"303","CHEMBL4481"
"304","CHEMBL3572"
"305","CHEMBL4426"
"306","CHEMBL1829"
"307","CHEMBL6007"
"308","CHEMBL3561"
"309","CHEMBL1903"
"310","CHEMBL341"
"311","CHEMBL4054"
"312","CHEMBL2308"
"313","CHEMBL4176"
"314","CHEMBL2179"
"315","CHEMBL211"
"316","CHEMBL245"
"317","CHEMBL276"
"318","CHEMBL309"
"319","CHEMBL317"
"320","CHEMBL320"
"321","CHEMBL1907"
"322","CHEMBL260"
"323","CHEMBL5522"
"324","CHEMBL2434"
"325","CHEMBL210"
"326","CHEMBL4296"
"327","CHEMBL213"
"328","CHEMBL308"
"329","CHEMBL4550"
"330","CHEMBL246"
"331","CHEMBL301"
"332","CHEMBL3922"
"333","CHEMBL3437"
"334","CHEMBL1882"
"335","CHEMBL3358"
"336","CHEMBL4370"
"337","CHEMBL5921"
"338","CHEMBL2219"
"339","CHEMBL3344"
"340","CHEMBL2083"
"341","CHEMBL2916"
"342","CHEMBL3674"
"343","CHEMBL3979"
"344","CHEMBL1781"
"345","CHEMBL4422"
"346","CHEMBL5339"
"347","CHEMBL1628461"
"348","CHEMBL4163"
"349","CHEMBL1641347"
"350","CHEMBL1641348"
"351","CHEMBL3762"
"352","CHEMBL1835"
"353","CHEMBL5511"
"354","CHEMBL3911"
"355","CHEMBL1995"
"356","CHEMBL1836"
"357","CHEMBL1881"
"358","CHEMBL4958"
"359","CHEMBL1770032"
"360","CHEMBL2073670"
"361","CHEMBL1741221"
"362","CHEMBL1970"
"363","CHEMBL3568"
"364","CHEMBL4803"
"365","CHEMBL2492"
"366","CHEMBL3511"
"367","CHEMBL1075319"
"368","CHEMBL2131"
"369","CHEMBL268"
"370","CHEMBL3837"
"371","CHEMBL4072"
"372","CHEMBL3230"
"373","CHEMBL4124"
"374","CHEMBL3507"
"375","CHEMBL4303"
"376","CHEMBL4204"
"377","CHEMBL236"
"378","CHEMBL4026"
"379","CHEMBL5469"
"380","CHEMBL1936"
"381","CHEMBL279"
"382","CHEMBL3553"
"383","CHEMBL4247"
"384","CHEMBL5147"
"385","CHEMBL3788"
"386","CHEMBL4036"
"387","CHEMBL4895"
"388","CHEMBL1955"
"389","CHEMBL3521"
"390","CHEMBL5026"
"391","CHEMBL2208"
"392","CHEMBL2535"
"393","CHEMBL1293266"
"394","CHEMBL1795093"
"395","CHEMBL233"
"396","CHEMBL237"
"397","CHEMBL264"
"398","CHEMBL3816"
"399","CHEMBL3335"
"400","CHEMBL3047"
"401","CHEMBL2609"
"402","CHEMBL4393"
"403","CHEMBL4068"
"404","CHEMBL2885"
"405","CHEMBL4421"
"406","CHEMBL3148"
"407","CHEMBL4430"
"408","CHEMBL1293267"
"409","CHEMBL1947"
"410","CHEMBL1808"
"411","CHEMBL1860"
"412","CHEMBL4801"
"413","CHEMBL3369"
"414","CHEMBL3238"
"415","CHEMBL4037"
"416","CHEMBL5098"
"417","CHEMBL2163175"
"418","CHEMBL286"
"419","CHEMBL1944"
"420","CHEMBL4328"
"421","CHEMBL1938210"
"422","CHEMBL2163176"
"423","CHEMBL1293243"
"424","CHEMBL2334"
"425","CHEMBL283"
"426","CHEMBL6115"
"427","CHEMBL2625"
"428","CHEMBL209"
"429","CHEMBL1741195"
"430","CHEMBL3776"
"431","CHEMBL1918"
"432","CHEMBL3683"
"433","CHEMBL3419"
"434","CHEMBL3457"
"435","CHEMBL1942"
"436","CHEMBL327"
"437","CHEMBL240"
"438","CHEMBL2883"
"439","CHEMBL2145"
"440","CHEMBL2185"
"441","CHEMBL3717"
"442","CHEMBL229"
"443","CHEMBL322"
"444","CHEMBL3602"
"445","CHEMBL3138"
"446","CHEMBL1945"
"447","CHEMBL4203"
"448","CHEMBL3227"
"449","CHEMBL2564"
"450","CHEMBL4980"
"451","CHEMBL2745"
"452","CHEMBL3190"
"453","CHEMBL5071"
"454","CHEMBL4136"
"455","CHEMBL3976"
"456","CHEMBL1985"
"457","CHEMBL2372"
"458","CHEMBL2888"
"459","CHEMBL5137"
"460","CHEMBL4086"
"461","CHEMBL1946"
"462","CHEMBL4427"
"463","CHEMBL326"
"464","CHEMBL2992"
"465","CHEMBL280"
"466","CHEMBL3012"
"467","CHEMBL4716"
"468","CHEMBL5804"
"469","CHEMBL4506"
"470","CHEMBL5619"
"471","CHEMBL2710"
"472","CHEMBL3161"
"473","CHEMBL3890"
"474","CHEMBL5378"
"475","CHEMBL1293224"
"476","CHEMBL1250375"
"477","CHEMBL5284"
"478","CHEMBL5979"
"479","CHEMBL3880"
"480","CHEMBL2146302"
"481","CHEMBL1991"
"482","CHEMBL4979"
"483","CHEMBL4338"
"484","CHEMBL3753"
"485","CHEMBL2088"
"486","CHEMBL4681"
"487","CHEMBL1795180"
"488","CHEMBL2635"
"489","CHEMBL3864"
"490","CHEMBL1938209"
"491","CHEMBL3028"
"492","CHEMBL3965"
"493","CHEMBL4940"
"494","CHEMBL5500"
"495","CHEMBL2008"
"496","CHEMBL2003"
"497","CHEMBL2055"
"498","CHEMBL2061"
"499","CHEMBL2851"
"500","CHEMBL2919"
"501","CHEMBL4573"
"502","CHEMBL4860"
"503","CHEMBL3194"
"504","CHEMBL2787"
"505","CHEMBL1824"
"506","CHEMBL2366498"
"507","CHEMBL2955"
"508","CHEMBL4035"
"509","CHEMBL1993"
"510","CHEMBL4588"
"511","CHEMBL4729"
"512","CHEMBL4073"
"513","CHEMBL1864"
"514","CHEMBL2706"
"515","CHEMBL3338"
"516","CHEMBL5658"
"517","CHEMBL3253"
"518","CHEMBL1806"
"519","CHEMBL3807"
"520","CHEMBL1825"
"521","CHEMBL4029"
"522","CHEMBL3150"
"523","CHEMBL4093"
"524","CHEMBL1795166"
"525","CHEMBL287"
"526","CHEMBL4931"
"527","CHEMBL3397"
"528","CHEMBL4580"
"529","CHEMBL2331070"
"530","CHEMBL401"
"531","CHEMBL5627"
"532","CHEMBL4461"
"533","CHEMBL1075246"
"534","CHEMBL5083"
"535","CHEMBL5582"
"536","CHEMBL6154"
"537","CHEMBL255"
"538","CHEMBL251"
"539","CHEMBL4523"
"540","CHEMBL5407"
"541","CHEMBL2386"
"542","CHEMBL4071"
"543","CHEMBL2009"
"544","CHEMBL2395"
"545","CHEMBL2731"
"546","CHEMBL3818"
"547","CHEMBL2954"
"548","CHEMBL3650"
"549","CHEMBL2742"
"550","CHEMBL4142"
"551","CHEMBL307"
"552","CHEMBL3155"
"553","CHEMBL4305"
"554","CHEMBL1293286"
"555","CHEMBL3797"
"556","CHEMBL5024"
"557","CHEMBL2452"
"558","CHEMBL4909"
"559","CHEMBL1805"
"560","CHEMBL1875"
"561","CHEMBL1899"
"562","CHEMBL2182"
"563","CHEMBL259"
"564","CHEMBL1804"
"565","CHEMBL4608"
"566","CHEMBL1792"
"567","CHEMBL3223"
"568","CHEMBL3754"
"569","CHEMBL223"
"570","CHEMBL4409"
"571","CHEMBL6140"
"572","CHEMBL4425"
"573","CHEMBL311"
"574","CHEMBL2275"
"575","CHEMBL269"
"576","CHEMBL5880"
"577","CHEMBL4531"
"578","CHEMBL1781859"
"579","CHEMBL2608"
"580","CHEMBL1827"
"581","CHEMBL2203"
"582","CHEMBL5008"
"583","CHEMBL5474"
"584","CHEMBL1075145"
"585","CHEMBL4241"
"586","CHEMBL1293249"
"587","CHEMBL4081"
"588","CHEMBL4316"
"589","CHEMBL1770047"
"590","CHEMBL2118"
"591","CHEMBL3048"
"592","CHEMBL2781"
"593","CHEMBL3286"
"594","CHEMBL2276"
"595","CHEMBL5443"
"596","CHEMBL244"
"597","CHEMBL1844"
"598","CHEMBL302"
"599","CHEMBL3385"
"600","CHEMBL5543"
"601","CHEMBL1862"
"602","CHEMBL4722"
"603","CHEMBL4731"
"604","CHEMBL2595"
"605","CHEMBL1919"
"606","CHEMBL4713"
"607","CHEMBL4618"
"608","CHEMBL3744"
"609","CHEMBL2938"
"610","CHEMBL2996"
"611","CHEMBL3616"
"612","CHEMBL3920"
"613","CHEMBL3368"
"614","CHEMBL2063"
"615","CHEMBL3761"
"616","CHEMBL5102"
"617","CHEMBL2539"
"618","CHEMBL2611"
"619","CHEMBL3759"
"620","CHEMBL4616"
"621","CHEMBL3018"
"622","CHEMBL4657"
"623","CHEMBL331"
"624","CHEMBL5145"
"625","CHEMBL5888"
"626","CHEMBL2424"
"627","CHEMBL3902"
"628","CHEMBL1293222"
"629","CHEMBL2675"
"630","CHEMBL2718"
"631","CHEMBL2721"
"632","CHEMBL3067"
"633","CHEMBL4791"
"634","CHEMBL3607"
"635","CHEMBL3504"
"636","CHEMBL3503"
"637","CHEMBL2474"
"638","CHEMBL4675"
"639","CHEMBL3736"
"640","CHEMBL5462"
"641","CHEMBL3325"
"642","CHEMBL2552"
"643","CHEMBL4963"
"644","CHEMBL2001"
"645","CHEMBL5666"
"646","CHEMBL5736"
"647","CHEMBL2871"
"648","CHEMBL202"
"649","CHEMBL3228"
"650","CHEMBL3505"
"651","CHEMBL1293226"
"652","CHEMBL4016"
"653","CHEMBL3842"
"654","CHEMBL4079"
"655","CHEMBL4224"
"656","CHEMBL288"
"657","CHEMBL6120"
"658","CHEMBL2250"
"659","CHEMBL2543"
"660","CHEMBL1075189"
"661","CHEMBL2411"
"662","CHEMBL3055"
"663","CHEMBL5251"
"664","CHEMBL2285"
"665","CHEMBL2414"
"666","CHEMBL1741207"
"667","CHEMBL1741215"
"668","CHEMBL2835"
"669","CHEMBL344"
"670","CHEMBL6009"
"671","CHEMBL3476"
"672","CHEMBL3836"
"673","CHEMBL3778"
"674","CHEMBL4561"
"675","CHEMBL6166"
"676","CHEMBL2125"
"677","CHEMBL2470"
"678","CHEMBL4767"
"679","CHEMBL2014"
"680","CHEMBL3130"
"681","CHEMBL2023"
"682","CHEMBL3559"
"683","CHEMBL3614"
"684","CHEMBL4355"
"685","CHEMBL2046259"
"686","CHEMBL2662"
"687","CHEMBL3524"
"688","CHEMBL5573"
"689","CHEMBL1801"
"690","CHEMBL4123"
"691","CHEMBL4660"
"692","CHEMBL3402"
"693","CHEMBL5847"
"694","CHEMBL1966"
"695","CHEMBL3179"
"696","CHEMBL3589"
"697","CHEMBL2568"
"698","CHEMBL3102"
"699","CHEMBL4502"
"700","CHEMBL2880"
"701","CHEMBL1910"
"702","CHEMBL1997"
"703","CHEMBL3360"
"704","CHEMBL2664"
"705","CHEMBL2384"
"706","CHEMBL2325"
"707","CHEMBL1075167"
"708","CHEMBL2468"
"709","CHEMBL2828"
"710","CHEMBL3357"
"711","CHEMBL4181"
"712","CHEMBL1795117"
"713","CHEMBL4101"
"714","CHEMBL3189"
"715","CHEMBL3706"
"716","CHEMBL2527"
"717","CHEMBL2534"
"718","CHEMBL3831"
"719","CHEMBL5600"
"720","CHEMBL4567"
"721","CHEMBL4508"
"722","CHEMBL2864"
"723","CHEMBL3171"
"724","CHEMBL2363"
"725","CHEMBL1615382"
"726","CHEMBL1795188"
"727","CHEMBL2121"
"728","CHEMBL4833"
"729","CHEMBL5064"
"730","CHEMBL3972"
"731","CHEMBL3046"
"732","CHEMBL1913"
"733","CHEMBL5524"
"734","CHEMBL1987"
"735","CHEMBL3833"
"736","CHEMBL6184"
"737","CHEMBL4027"
"738","CHEMBL4828"
"739","CHEMBL2072"
"740","CHEMBL227"
"741","CHEMBL1968"
"742","CHEMBL1878"
"743","CHEMBL5035"
"744","CHEMBL5080"
"745","CHEMBL1873"
"746","CHEMBL4507"
"747","CHEMBL1649052"
"748","CHEMBL4015"
"749","CHEMBL2150838"
"750","CHEMBL3764"
"751","CHEMBL4921"
"752","CHEMBL1902"
"753","CHEMBL2052031"
"754","CHEMBL4050"
"755","CHEMBL4554"
"756","CHEMBL4261"
"757","CHEMBL2815"
"758","CHEMBL275"
"759","CHEMBL4374"
"760","CHEMBL4527"
"761","CHEMBL5285"
"762","CHEMBL4805"
"763","CHEMBL3066"
"764","CHEMBL3663"
"765","CHEMBL2581"
"766","CHEMBL4829"
"767","CHEMBL4179"
"768","CHEMBL5408"
"769","CHEMBL3529"
"770","CHEMBL4662"
"771","CHEMBL4018"
"772","CHEMBL4625"
"773","CHEMBL4132"
"774","CHEMBL4360"
"775","CHEMBL4644"
"776","CHEMBL4306"
"777","CHEMBL1795176"
"778","CHEMBL4977"
"779","CHEMBL1075132"
"780","CHEMBL5776"
"781","CHEMBL4653"
"782","CHEMBL4793"
"783","CHEMBL310"
"784","CHEMBL1287623"
"785","CHEMBL1287625"
"786","CHEMBL2252"
"787","CHEMBL3421525"
"788","CHEMBL3421524"
"789","CHEMBL4092"
"790","CHEMBL4973"
"791","CHEMBL5705"
"792","CHEMBL5896"
"793","CHEMBL2028"
"794","CHEMBL3492"
"795","CHEMBL4208"
"796","CHEMBL4198"
"797","CHEMBL1901"
"798","CHEMBL5335"
"799","CHEMBL4915"
"800","CHEMBL4566"
"801","CHEMBL2284"
"802","CHEMBL4444"
"803","CHEMBL3795"
"804","CHEMBL1741208"
"805","CHEMBL3982"
"806","CHEMBL2730"
"807","CHEMBL2429708"
"808","CHEMBL4601"
"809","CHEMBL5903"
"810","CHEMBL5508"
"811","CHEMBL3268"
"812","CHEMBL3667"
"813","CHEMBL2689"
"814","CHEMBL2964"
"815","CHEMBL3068"
"816","CHEMBL5413"
"817","CHEMBL2940"
"818","CHEMBL1981"
"819","CHEMBL2073673"
"820","CHEMBL4031"
"821","CHEMBL2741"
"822","CHEMBL1811"
"823","CHEMBL5161"
"824","CHEMBL3721"
"825","CHEMBL1791"
"826","CHEMBL3720"
"827","CHEMBL3921"
"828","CHEMBL4051"
"829","CHEMBL3085"
"830","CHEMBL4128"
"831","CHEMBL5905"
"832","CHEMBL2146315"
"833","CHEMBL1889"
"834","CHEMBL2049"
"835","CHEMBL3166"
"836","CHEMBL2167"
"837","CHEMBL1870"
"838","CHEMBL2004"
"839","CHEMBL3596075"
"840","CHEMBL6164"
"841","CHEMBL3429"
"842","CHEMBL3751"
"843","CHEMBL3438"
"844","CHEMBL6093"
"845","CHEMBL4245"
"846","CHEMBL3622"
"847","CHEMBL4317"
"848","CHEMBL1293258"
"849","CHEMBL5261"
"850","CHEMBL3863"
"851","CHEMBL3317337"
"852","CHEMBL3526"
"853","CHEMBL1075138"
"854","CHEMBL5221"
"855","CHEMBL3974"
"856","CHEMBL2617"
"857","CHEMBL1954"
"858","CHEMBL3257"
"859","CHEMBL1850"
"860","CHEMBL2758"
"861","CHEMBL4526"
"862","CHEMBL3468"
"863","CHEMBL266"
"864","CHEMBL319"
"865","CHEMBL4683"
"866","CHEMBL3202"
"867","CHEMBL2391"
"868","CHEMBL5480"
"869","CHEMBL1293255"
"870","CHEMBL3414409"
"871","CHEMBL4477"
"872","CHEMBL6175"
"873","CHEMBL3798"
"874","CHEMBL1163125"
"875","CHEMBL254"
"876","CHEMBL5678"
"877","CHEMBL2382"
"878","CHEMBL3891"
"879","CHEMBL3913"
"880","CHEMBL4080"
"881","CHEMBL3595"
"882","CHEMBL2693"
"883","CHEMBL2592"
"884","CHEMBL3361"
"885","CHEMBL274"
"886","CHEMBL2029198"
"887","CHEMBL5048"
"888","CHEMBL5023"
"889","CHEMBL1293293"
"890","CHEMBL4649"
"891","CHEMBL4039"
"892","CHEMBL3272"
"893","CHEMBL2015"
"894","CHEMBL1741200"
"895","CHEMBL3780"
"896","CHEMBL5113"
"897","CHEMBL4792"
"898","CHEMBL2331047"
"899","CHEMBL1795091"
"900","CHEMBL1293265"
"901","CHEMBL2164"
"902","CHEMBL1777665"
"903","CHEMBL3562166"
"904","CHEMBL5700"
"905","CHEMBL5968"
"906","CHEMBL3562167"
"907","CHEMBL2288"
"908","CHEMBL3562165"
"909","CHEMBL1869"
"910","CHEMBL4227"
"911","CHEMBL3351190"
"912","CHEMBL2034805"
"913","CHEMBL4602"
"914","CHEMBL1293194"
"915","CHEMBL5366"
"916","CHEMBL3091268"
"917","CHEMBL4431"
"918","CHEMBL3100"
"919","CHEMBL5141"
"920","CHEMBL2805"
"921","CHEMBL4277"
"922","CHEMBL2269"
"923","CHEMBL4797"
"924","CHEMBL4229"
"925","CHEMBL1293287"
"926","CHEMBL2073680"
"927","CHEMBL4028"
"928","CHEMBL3310"
"929","CHEMBL5103"
"930","CHEMBL3710"
"931","CHEMBL5555"
"932","CHEMBL5101"
"933","CHEMBL1075115"
"934","CHEMBL1795168"
"935","CHEMBL4478"
"936","CHEMBL6114"
"937","CHEMBL2634"
"938","CHEMBL3461"
"939","CHEMBL252"
"940","CHEMBL5652"
"941","CHEMBL4835"
"942","CHEMBL329"
"943","CHEMBL2337"
"944","CHEMBL5620"
"945","CHEMBL2000"
"946","CHEMBL3473"
"947","CHEMBL2318"
"948","CHEMBL4698"
"949","CHEMBL3403"
"950","CHEMBL4429"
"951","CHEMBL1075214"
"952","CHEMBL1790"
"953","CHEMBL2508"
"954","CHEMBL4633"
"955","CHEMBL4903"
"956","CHEMBL3024"
"957","CHEMBL4162"
"958","CHEMBL2428"
"959","CHEMBL1615387"
"960","CHEMBL4281"
"961","CHEMBL2424504"
"962","CHEMBL4096"
"963","CHEMBL1075149"
"964","CHEMBL2530"
"965","CHEMBL1743126"
"966","CHEMBL1743127"
"967","CHEMBL3983"
"968","CHEMBL1944495"
"969","CHEMBL232"
"970","CHEMBL3860"
"971","CHEMBL1921664"
"972","CHEMBL2413"
"973","CHEMBL3623"
"974","CHEMBL6101"
"975","CHEMBL5866"
"976","CHEMBL3243"
"977","CHEMBL2976"
"978","CHEMBL4777"
"979","CHEMBL3094"
"980","CHEMBL2346488"
"981","CHEMBL3917"
"982","CHEMBL3918"
"983","CHEMBL5689"
"984","CHEMBL4552"
"985","CHEMBL3859"
"986","CHEMBL1293274"
"987","CHEMBL2104"
"988","CHEMBL5162"
"989","CHEMBL2977"
"990","CHEMBL4042"
"991","CHEMBL3359"
"992","CHEMBL3923"
"993","CHEMBL4761"
"994","CHEMBL1800"
"995","CHEMBL4884"
"996","CHEMBL3858"
"997","CHEMBL1075158"
"998","CHEMBL4038"
"999","CHEMBL2676"
"1000","CHEMBL3638356"
"1001","CHEMBL3684"
"1002","CHEMBL1803"
"1003","CHEMBL263"
"1004","CHEMBL2157"
"1005","CHEMBL300"
"1006","CHEMBL343"
"1007","CHEMBL1075317"
"1008","CHEMBL1798"
"1009","CHEMBL3997"
"1010","CHEMBL4589"
"1011","CHEMBL3735"
"1012","CHEMBL4592"
"1013","CHEMBL3426"
"1014","CHEMBL3000"
"1015","CHEMBL3021"
"1016","CHEMBL5951"
"1017","CHEMBL5952"
"1018","CHEMBL2321613"
"1019","CHEMBL4970"
"1020","CHEMBL3422"
"1021","CHEMBL1980"
"1022","CHEMBL3871"
"1023","CHEMBL4237"
