 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 2 	 CHEMBL3242	 Carbonic anhydrase XII 
 3 	 CHEMBL261	 Carbonic anhydrase I 
 4 	 CHEMBL3594	 Carbonic anhydrase IX 
 5 	 CHEMBL205	 Carbonic anhydrase II 
 6 	 CHEMBL2326	 Carbonic anhydrase VII 
 7 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 8 	 CHEMBL3510	 Carbonic anhydrase XIV 
 9 	 CHEMBL333	 Matrix metalloproteinase-2 
 10 	 CHEMBL5485	 D-amino-acid oxidase 
 11 	 CHEMBL1808	 Angiotensin-converting enzyme 
 12 	 CHEMBL4421	 HM74 nicotinic acid GPCR 
 13 	 CHEMBL3729	 Carbonic anhydrase IV 
 14 	 CHEMBL230	 Cyclooxygenase-2 
 15 	 CHEMBL3025	 Carbonic anhydrase VI 
 16 	 CHEMBL4789	 Carbonic anhydrase VA 
 17 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 18 	 CHEMBL220	 Acetylcholinesterase 
 19 	 CHEMBL3439	 Aminopeptidase A 
 20 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
