 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 2 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 3 	 CHEMBL1835	 Thromboxane-A synthase 
 4 	 CHEMBL3180	 Carboxylesterase 2 
 5 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 6 	 CHEMBL1808	 Angiotensin-converting enzyme 
 7 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 8 	 CHEMBL3439	 Aminopeptidase A 
 9 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 10 	 CHEMBL3242	 Carbonic anhydrase XII 
 11 	 CHEMBL2326	 Carbonic anhydrase VII 
 12 	 CHEMBL4421	 HM74 nicotinic acid GPCR 
 13 	 CHEMBL205	 Carbonic anhydrase II 
 14 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 15 	 CHEMBL1907	 Aminopeptidase N 
 16 	 CHEMBL261	 Carbonic anhydrase I 
 17 	 CHEMBL3510	 Carbonic anhydrase XIV 
 18 	 CHEMBL3594	 Carbonic anhydrase IX 
 19 	 CHEMBL230	 Cyclooxygenase-2 
 20 	 CHEMBL333	 Matrix metalloproteinase-2 
