 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL5409	 G-protein coupled bile acid receptor 1 
 2 	 CHEMBL205	 Carbonic anhydrase II 
 3 	 CHEMBL261	 Carbonic anhydrase I 
 4 	 CHEMBL2778	 Ileal bile acid transporter 
 5 	 CHEMBL2047	 Bile acid receptor FXR 
 6 	 CHEMBL5287	 Bile acid transporter 
 7 	 CHEMBL3775	 Dual specificity phosphatase Cdc25A 
 8 	 CHEMBL2034	 Glucocorticoid receptor 
 9 	 CHEMBL4235	 11-beta-hydroxysteroid dehydrogenase 1 
 10 	 CHEMBL2808	 LXR-alpha 
 11 	 CHEMBL2027	 Niemann-Pick C1-like protein 1 
 12 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 13 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 14 	 CHEMBL3305	 Testis-specific androgen-binding protein 
 15 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 16 	 CHEMBL206	 Estrogen receptor alpha 
 17 	 CHEMBL4804	 Dual specificity phosphatase Cdc25B 
 18 	 CHEMBL1856	 Steroid 5-alpha-reductase 2 
 19 	 CHEMBL242	 Estrogen receptor beta 
 20 	 CHEMBL1871	 Androgen Receptor 
