 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2424	 Glyoxalase I 
 2 	 CHEMBL3902	 Glutathione S-transferase Pi 
 3 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 4 	 CHEMBL1808	 Angiotensin-converting enzyme 
 5 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 6 	 CHEMBL1944	 Neprilysin 
 7 	 CHEMBL3369	 Neprilysin 
 8 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 9 	 CHEMBL205	 Carbonic anhydrase II 
 10 	 CHEMBL5098	 Glutamate carboxypeptidase II 
 11 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
 12 	 CHEMBL261	 Carbonic anhydrase I 
 13 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 14 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 15 	 CHEMBL4803	 Nitric-oxide synthase, endothelial 
 16 	 CHEMBL4791	 Endothelin-converting enzyme 1 
 17 	 CHEMBL209	 Trypsin I 
 18 	 CHEMBL3439	 Aminopeptidase A 
 19 	 CHEMBL2625	 Angiotensin-converting enzyme 
 20 	 CHEMBL3607	 Glutamate receptor ionotropic kainate 2 
