 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1900	 Aldose reductase 
 2 	 CHEMBL1929	 Xanthine dehydrogenase 
 3 	 CHEMBL1978	 Cytochrome P450 19A1 
 4 	 CHEMBL205	 Carbonic anhydrase II 
 5 	 CHEMBL2231	 Cytochrome P450 1A1 
 6 	 CHEMBL2326	 Carbonic anhydrase VII 
 7 	 CHEMBL2508	 Cyclin-dependent kinase 6 
 8 	 CHEMBL261	 Carbonic anhydrase I 
 9 	 CHEMBL3242	 Carbonic anhydrase XII 
 10 	 CHEMBL3356	 Cytochrome P450 1A2 
 11 	 CHEMBL3397	 Cytochrome P450 2C9 
 12 	 CHEMBL3594	 Carbonic anhydrase IX 
 13 	 CHEMBL3729	 Carbonic anhydrase IV 
 14 	 CHEMBL4302	 P-glycoprotein 1 
 15 	 CHEMBL4878	 Cytochrome P450 1B1 
 16 	 CHEMBL5393	 ATP-binding cassette sub-family G member 2 
 17 	 CHEMBL5586	 Carbonyl reductase [NADPH] 1 
 18 	 CHEMBL1250375	 NADPH oxidase 4 
 19 	 CHEMBL1871	 Androgen Receptor 
 20 	 CHEMBL1951	 Monoamine oxidase A 
