 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1867	 Alpha-2a adrenergic receptor 
 2 	 CHEMBL1916	 Alpha-2c adrenergic receptor 
 3 	 CHEMBL220	 Acetylcholinesterase 
 4 	 CHEMBL2622	 Aldose reductase 
 5 	 CHEMBL1250375	 NADPH oxidase 4 
 6 	 CHEMBL1900	 Aldose reductase 
 7 	 CHEMBL205	 Carbonic anhydrase II 
 8 	 CHEMBL2326	 Carbonic anhydrase VII 
 9 	 CHEMBL3242	 Carbonic anhydrase XII 
 10 	 CHEMBL3729	 Carbonic anhydrase IV 
 11 	 CHEMBL5573	 Intestinal alkaline phosphatase 
 12 	 CHEMBL1978	 Cytochrome P450 19A1 
 13 	 CHEMBL6089	 Ubiquitin-conjugating enzyme E2 N 
 14 	 CHEMBL1929	 Xanthine dehydrogenase 
 15 	 CHEMBL2345	 Ribosomal protein S6 kinase alpha 3 
 16 	 CHEMBL230	 Cyclooxygenase-2 
 17 	 CHEMBL3959	 Quinone reductase 2 
 18 	 CHEMBL333	 Matrix metalloproteinase-2 
 19 	 CHEMBL4660	 Lymphocyte differentiation antigen CD38 
 20 	 CHEMBL4531	 Galectin-3 
