 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1293287	 Insulin-degrading enzyme 
 2 	 CHEMBL4374	 Photoreceptor-specific nuclear receptor 
 3 	 CHEMBL2331070	 Acid ceramidase 
 4 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 5 	 CHEMBL3106	 Thymidine phosphorylase 
 6 	 CHEMBL1795091	 Regulator of G-protein signaling 4 
 7 	 CHEMBL5500	 Histone acetyltransferase PCAF 
 8 	 CHEMBL4421	 HM74 nicotinic acid GPCR 
 9 	 CHEMBL2625	 Angiotensin-converting enzyme 
 10 	 CHEMBL1808	 Angiotensin-converting enzyme 
 11 	 CHEMBL3114	 Sucrase-isomaltase 
 12 	 CHEMBL3513	 Acidic alpha-glucosidase 
 13 	 CHEMBL2034805	 N-acylethanolamine-hydrolyzing acid amidase 
 14 	 CHEMBL321	 Matrix metalloproteinase 9 
 15 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 16 	 CHEMBL1929	 Xanthine dehydrogenase 
 17 	 CHEMBL1163101	 Serine/threonine-protein kinase/endoribonuclease IRE1 
 18 	 CHEMBL1944	 Neprilysin 
 19 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 20 	 CHEMBL284	 Dipeptidyl peptidase IV 
