 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1942	 Alpha-2b adrenergic receptor 
 2 	 CHEMBL1795098	 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 
 3 	 CHEMBL2608	 Lysosomal alpha-glucosidase 
 4 	 CHEMBL2179	 Beta-glucocerebrosidase 
 5 	 CHEMBL3114	 Sucrase-isomaltase 
 6 	 CHEMBL3513	 Acidic alpha-glucosidase 
 7 	 CHEMBL2074	 Maltase-glucoamylase 
 8 	 CHEMBL2710	 Alpha-L-fucosidase I 
 9 	 CHEMBL4176	 Alpha-L-fucosidase I 
 10 	 CHEMBL205	 Carbonic anhydrase II 
 11 	 CHEMBL261	 Carbonic anhydrase I 
 12 	 CHEMBL3242	 Carbonic anhydrase XII 
 13 	 CHEMBL3594	 Carbonic anhydrase IX 
 14 	 CHEMBL2748	 Sucrase-isomaltase 
 15 	 CHEMBL2851	 Metabotropic glutamate receptor 2 
 16 	 CHEMBL5137	 Metabotropic glutamate receptor 2 
 17 	 CHEMBL2063	 Ceramide glucosyltransferase 
 18 	 CHEMBL333	 Matrix metalloproteinase-2 
 19 	 CHEMBL2888	 Metabotropic glutamate receptor 3 
 20 	 CHEMBL3067	 Metabotropic glutamate receptor 3 
