 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2608	 Lysosomal alpha-glucosidase 
 2 	 CHEMBL3114	 Sucrase-isomaltase 
 3 	 CHEMBL3513	 Acidic alpha-glucosidase 
 4 	 CHEMBL308	 Cyclin-dependent kinase 1 
 5 	 CHEMBL4531	 Galectin-3 
 6 	 CHEMBL4794	 Vanilloid receptor 
 7 	 CHEMBL205	 Carbonic anhydrase II 
 8 	 CHEMBL261	 Carbonic anhydrase I 
 9 	 CHEMBL3242	 Carbonic anhydrase XII 
 10 	 CHEMBL3594	 Carbonic anhydrase IX 
 11 	 CHEMBL1973	 Tyrosinase 
 12 	 CHEMBL2167	 Transforming protein p21/H-Ras-1 
 13 	 CHEMBL2074	 Maltase-glucoamylase 
 14 	 CHEMBL5008	 Galectin-7 
 15 	 CHEMBL5474	 Galectin-9 
 16 	 CHEMBL2748	 Sucrase-isomaltase 
 17 	 CHEMBL4915	 Galectin-1 
 18 	 CHEMBL4176	 Alpha-L-fucosidase I 
 19 	 CHEMBL1795098	 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 
 20 	 CHEMBL222	 Norepinephrine transporter 
