 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL205	 Carbonic anhydrase II 
 2 	 CHEMBL261	 Carbonic anhydrase I 
 3 	 CHEMBL3594	 Carbonic anhydrase IX 
 4 	 CHEMBL3242	 Carbonic anhydrase XII 
 5 	 CHEMBL267	 Tyrosine-protein kinase SRC 
 6 	 CHEMBL3663	 Growth factor receptor-bound protein 2 
 7 	 CHEMBL333	 Matrix metalloproteinase-2 
 8 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 9 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 10 	 CHEMBL3230	 Sphingosine 1-phosphate receptor Edg-6 
 11 	 CHEMBL3724	 Lysophosphatidic acid receptor Edg-4 
 12 	 CHEMBL4333	 Sphingosine 1-phosphate receptor Edg-1 
 13 	 CHEMBL2274	 Sphingosine 1-phosphate receptor Edg-8 
 14 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 15 	 CHEMBL3815	 Squalene synthetase 
 16 	 CHEMBL3975	 Fructose-1,6-bisphosphatase 
 17 	 CHEMBL3892	 Sphingosine 1-phosphate receptor Edg-3 
 18 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 19 	 CHEMBL4769	 Geranylgeranyl pyrophosphate synthetase 
 20 	 CHEMBL258	 Tyrosine-protein kinase LCK 
