 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2622	 Aldose reductase 
 2 	 CHEMBL1900	 Aldose reductase 
 3 	 CHEMBL3242	 Carbonic anhydrase XII 
 4 	 CHEMBL2326	 Carbonic anhydrase VII 
 5 	 CHEMBL2345	 Ribosomal protein S6 kinase alpha 3 
 6 	 CHEMBL3729	 Carbonic anhydrase IV 
 7 	 CHEMBL205	 Carbonic anhydrase II 
 8 	 CHEMBL220	 Acetylcholinesterase 
 9 	 CHEMBL5880	 Interleukin-2 
 10 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 11 	 CHEMBL5393	 ATP-binding cassette sub-family G member 2 
 12 	 CHEMBL1825	 TNF-alpha 
 13 	 CHEMBL301	 Cyclin-dependent kinase 2 
 14 	 CHEMBL267	 Tyrosine-protein kinase SRC 
 15 	 CHEMBL5573	 Intestinal alkaline phosphatase 
 16 	 CHEMBL1827	 Phosphodiesterase 5A 
 17 	 CHEMBL2231	 Cytochrome P450 1A1 
 18 	 CHEMBL4878	 Cytochrome P450 1B1 
 19 	 CHEMBL261	 Carbonic anhydrase I 
 20 	 CHEMBL4979	 Sodium/glucose cotransporter 1 
