 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL205	 Carbonic anhydrase II 
 2 	 CHEMBL3594	 Carbonic anhydrase IX 
 3 	 CHEMBL1900	 Aldose reductase 
 4 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 5 	 CHEMBL1829	 Histone deacetylase 3 
 6 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 7 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 8 	 CHEMBL2326	 Carbonic anhydrase VII 
 9 	 CHEMBL261	 Carbonic anhydrase I 
 10 	 CHEMBL3025	 Carbonic anhydrase VI 
 11 	 CHEMBL3729	 Carbonic anhydrase IV 
 12 	 CHEMBL3242	 Carbonic anhydrase XII 
 13 	 CHEMBL296	 GABA receptor gamma-1 subunit 
 14 	 CHEMBL2131	 Indolethylamine N-methyltransferase 
 15 	 CHEMBL3965	 Leucine aminopeptidase 
 16 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 17 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 18 	 CHEMBL5697	 Egl nine homolog 1 
 19 	 CHEMBL333	 Matrix metalloproteinase-2 
 20 	 CHEMBL1903	 GABA transporter 1 
