 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL4302	 P-glycoprotein 1 
 2 	 CHEMBL1978	 Cytochrome P450 19A1 
 3 	 CHEMBL2326	 Carbonic anhydrase VII 
 4 	 CHEMBL2789	 Estradiol 17-beta-dehydrogenase 2 
 5 	 CHEMBL3242	 Carbonic anhydrase XII 
 6 	 CHEMBL3729	 Carbonic anhydrase IV 
 7 	 CHEMBL5586	 Carbonyl reductase [NADPH] 1 
 8 	 CHEMBL1974	 Tyrosine-protein kinase receptor FLT3 
 9 	 CHEMBL2231	 Cytochrome P450 1A1 
 10 	 CHEMBL3116	 Cyclin-dependent kinase 9 
 11 	 CHEMBL3356	 Cytochrome P450 1A2 
 12 	 CHEMBL4878	 Cytochrome P450 1B1 
 13 	 CHEMBL5719	 Cell division protein kinase 8 
 14 	 CHEMBL1935	 Aldehyde dehydrogenase 
 15 	 CHEMBL206	 Estrogen receptor alpha 
 16 	 CHEMBL242	 Estrogen receptor beta 
 17 	 CHEMBL3687	 Arachidonate 12-lipoxygenase 
 18 	 CHEMBL256	 Adenosine A3 receptor 
 19 	 CHEMBL318	 Adenosine A1 receptor 
 20 	 CHEMBL1250375	 NADPH oxidase 4 
