 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1951	 Monoamine oxidase A 
 2 	 CHEMBL2039	 Monoamine oxidase B 
 3 	 CHEMBL3797	 Serine-protein kinase ATM 
 4 	 CHEMBL5024	 Serine-protein kinase ATR 
 5 	 CHEMBL3105	 Poly [ADP-ribose] polymerase-1 
 6 	 CHEMBL261	 Carbonic anhydrase I 
 7 	 CHEMBL3729	 Carbonic anhydrase IV 
 8 	 CHEMBL205	 Carbonic anhydrase II 
 9 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 10 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 11 	 CHEMBL3594	 Carbonic anhydrase IX 
 12 	 CHEMBL2118	 Diamine oxidase 
 13 	 CHEMBL3048	 Nitric-oxide synthase, brain 
 14 	 CHEMBL3568	 Nitric-oxide synthase, brain 
 15 	 CHEMBL4481	 Nitric oxide synthase, inducible 
 16 	 CHEMBL1821	 Muscarinic acetylcholine receptor M4 
 17 	 CHEMBL2035	 Muscarinic acetylcholine receptor M5 
 18 	 CHEMBL211	 Muscarinic acetylcholine receptor M2 
 19 	 CHEMBL216	 Muscarinic acetylcholine receptor M1 
 20 	 CHEMBL245	 Muscarinic acetylcholine receptor M3 
