 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL205	 Carbonic anhydrase II 
 2 	 CHEMBL261	 Carbonic anhydrase I 
 3 	 CHEMBL3242	 Carbonic anhydrase XII 
 4 	 CHEMBL3594	 Carbonic anhydrase IX 
 5 	 CHEMBL2721	 Excitatory amino acid transporter 3 
 6 	 CHEMBL4973	 Excitatory amino acid transporter 2 
 7 	 CHEMBL2635	 Dual specificity protein phosphatase 3 
 8 	 CHEMBL3864	 Protein-tyrosine phosphatase 2C 
 9 	 CHEMBL2745	 ATP-citrate synthase 
 10 	 CHEMBL3720	 ATP-citrate synthase 
 11 	 CHEMBL4176	 Alpha-L-fucosidase I 
 12 	 CHEMBL330	 Glutamate (NMDA) receptor subunit zeta 1 
 13 	 CHEMBL1900	 Aldose reductase 
 14 	 CHEMBL1782	 Farnesyl diphosphate synthase 
 15 	 CHEMBL2564	 Metabotropic glutamate receptor 5 
 16 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 17 	 CHEMBL3607	 Glutamate receptor ionotropic kainate 2 
 18 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
 19 	 CHEMBL3772	 Metabotropic glutamate receptor 1 
 20 	 CHEMBL4477	 Metabotropic glutamate receptor 1 
