 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL205	 Carbonic anhydrase II 
 2 	 CHEMBL5409	 G-protein coupled bile acid receptor 1 
 3 	 CHEMBL261	 Carbonic anhydrase I 
 4 	 CHEMBL2778	 Ileal bile acid transporter 
 5 	 CHEMBL2047	 Bile acid receptor FXR 
 6 	 CHEMBL5287	 Bile acid transporter 
 7 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 8 	 CHEMBL2027	 Niemann-Pick C1-like protein 1 
 9 	 CHEMBL2808	 LXR-alpha 
 10 	 CHEMBL1856	 Steroid 5-alpha-reductase 2 
 11 	 CHEMBL3775	 Dual specificity phosphatase Cdc25A 
 12 	 CHEMBL4343	 DNA polymerase beta 
 13 	 CHEMBL2034	 Glucocorticoid receptor 
 14 	 CHEMBL5983	 Aldo-keto reductase family 1 member B10 
 15 	 CHEMBL2933	 Potassium-transporting ATPase alpha chain 2 
 16 	 CHEMBL5347	 Glucose-6-phosphate 1-dehydrogenase 
 17 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 18 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 19 	 CHEMBL1741186	 Nuclear receptor ROR-gamma 
 20 	 CHEMBL1787	 Steroid 5-alpha-reductase 1 
