 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL6007	 Transient receptor potential cation channel subfamily A member 1 
 2 	 CHEMBL261	 Carbonic anhydrase I 
 3 	 CHEMBL3594	 Carbonic anhydrase IX 
 4 	 CHEMBL205	 Carbonic anhydrase II 
 5 	 CHEMBL3729	 Carbonic anhydrase IV 
 6 	 CHEMBL1829	 Histone deacetylase 3 
 7 	 CHEMBL3242	 Carbonic anhydrase XII 
 8 	 CHEMBL1841	 Tyrosine-protein kinase FYN 
 9 	 CHEMBL258	 Tyrosine-protein kinase LCK 
 10 	 CHEMBL1821	 Muscarinic acetylcholine receptor M4 
 11 	 CHEMBL2035	 Muscarinic acetylcholine receptor M5 
 12 	 CHEMBL211	 Muscarinic acetylcholine receptor M2 
 13 	 CHEMBL216	 Muscarinic acetylcholine receptor M1 
 14 	 CHEMBL245	 Muscarinic acetylcholine receptor M3 
 15 	 CHEMBL2492	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 16 	 CHEMBL2731	 Galanin receptor 3 
 17 	 CHEMBL3818	 Neuronal acetylcholine receptor subunit alpha-3 
 18 	 CHEMBL4980	 Neuronal acetylcholine receptor protein alpha-7 subunit 
 19 	 CHEMBL1970	 Alcohol dehydrogenase alpha chain 
 20 	 CHEMBL2954	 Cathepsin S 
