 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 2 	 CHEMBL3419	 Carboxypeptidase B2 isoform A 
 3 	 CHEMBL3439	 Aminopeptidase A 
 4 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 5 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 6 	 CHEMBL1918	 Glutamate receptor ionotropic kainate 1 
 7 	 CHEMBL2753	 GABA-B receptor 1 
 8 	 CHEMBL3510	 Carbonic anhydrase XIV 
 9 	 CHEMBL3976	 Dipeptidyl peptidase II 
 10 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 11 	 CHEMBL1907	 Aminopeptidase N 
 12 	 CHEMBL1808	 Angiotensin-converting enzyme 
 13 	 CHEMBL3683	 Glutamate receptor ionotropic kainate 2 
 14 	 CHEMBL2326	 Carbonic anhydrase VII 
 15 	 CHEMBL3025	 Carbonic anhydrase VI 
 16 	 CHEMBL3242	 Carbonic anhydrase XII 
 17 	 CHEMBL2919	 Glutamate receptor ionotropic kainate 1 
 18 	 CHEMBL1938210	 Lysine-specific demethylase 2A 
 19 	 CHEMBL3511	 Ornithine decarboxylase 
 20 	 CHEMBL3744	 Glutamate receptor ionotropic kainate 3 
