 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2083	 Fatty acid binding protein adipocyte 
 2 	 CHEMBL235	 Peroxisome proliferator-activated receptor gamma 
 3 	 CHEMBL239	 Peroxisome proliferator-activated receptor alpha 
 4 	 CHEMBL3344	 Fatty acid binding protein muscle 
 5 	 CHEMBL4422	 Free fatty acid receptor 1 
 6 	 CHEMBL5339	 G-protein coupled receptor 120 
 7 	 CHEMBL1628461	 Oxoeicosanoid receptor 1 
 8 	 CHEMBL3979	 Peroxisome proliferator-activated receptor delta 
 9 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 10 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 11 	 CHEMBL3762	 Voltage-gated L-type calcium channel alpha-1C subunit 
 12 	 CHEMBL2219	 Protein-tyrosine phosphatase LC-PTP 
 13 	 CHEMBL2243	 Anandamide amidohydrolase 
 14 	 CHEMBL2916	 Telomerase reverse transcriptase 
 15 	 CHEMBL3674	 Fatty acid binding protein epidermal 
 16 	 CHEMBL5738	 Fatty acid-binding protein, liver 
 17 	 CHEMBL1781	 DNA topoisomerase I 
 18 	 CHEMBL221	 Cyclooxygenase-1 
 19 	 CHEMBL3401	 Pregnane X receptor 
 20 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
