 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL230	 Cyclooxygenase-2 
 2 	 CHEMBL221	 Cyclooxygenase-1 
 3 	 CHEMBL242	 Estrogen receptor beta 
 4 	 CHEMBL205	 Carbonic anhydrase II 
 5 	 CHEMBL206	 Estrogen receptor alpha 
 6 	 CHEMBL261	 Carbonic anhydrase I 
 7 	 CHEMBL3242	 Carbonic anhydrase XII 
 8 	 CHEMBL1808	 Angiotensin-converting enzyme 
 9 	 CHEMBL3594	 Carbonic anhydrase IX 
 10 	 CHEMBL270	 Mu opioid receptor 
 11 	 CHEMBL269	 Delta opioid receptor 
 12 	 CHEMBL333	 Matrix metalloproteinase-2 
 13 	 CHEMBL1944	 Neprilysin 
 14 	 CHEMBL321	 Matrix metalloproteinase 9 
 15 	 CHEMBL236	 Delta opioid receptor 
 16 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 17 	 CHEMBL3510	 Carbonic anhydrase XIV 
 18 	 CHEMBL3717	 Hepatocyte growth factor receptor 
 19 	 CHEMBL3229	 Anandamide amidohydrolase 
 20 	 CHEMBL1900	 Aldose reductase 
