 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1250375	 NADPH oxidase 4 
 2 	 CHEMBL1293267	 G-protein coupled receptor 35 
 3 	 CHEMBL1900	 Aldose reductase 
 4 	 CHEMBL1929	 Xanthine dehydrogenase 
 5 	 CHEMBL1951	 Monoamine oxidase A 
 6 	 CHEMBL1974	 Tyrosine-protein kinase receptor FLT3 
 7 	 CHEMBL205	 Carbonic anhydrase II 
 8 	 CHEMBL215	 Arachidonate 5-lipoxygenase 
 9 	 CHEMBL2231	 Cytochrome P450 1A1 
 10 	 CHEMBL2326	 Carbonic anhydrase VII 
 11 	 CHEMBL2424	 Glyoxalase I 
 12 	 CHEMBL2599	 Tyrosine-protein kinase SYK 
 13 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 14 	 CHEMBL2622	 Aldose reductase 
 15 	 CHEMBL3105	 Poly [ADP-ribose] polymerase-1 
 16 	 CHEMBL318	 Adenosine A1 receptor 
 17 	 CHEMBL3194	 Transthyretin 
 18 	 CHEMBL321	 Matrix metalloproteinase 9 
 19 	 CHEMBL3242	 Carbonic anhydrase XII 
 20 	 CHEMBL333	 Matrix metalloproteinase-2 
