 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL4422	 Free fatty acid receptor 1 
 2 	 CHEMBL3816	 Cytosolic phospholipase A2 
 3 	 CHEMBL4068	 Chymase 
 4 	 CHEMBL5857	 Trace amine-associated receptor 1 
 5 	 CHEMBL5098	 Glutamate carboxypeptidase II 
 6 	 CHEMBL2069	 Thromboxane A2 receptor 
 7 	 CHEMBL3156	 Thromboxane A2 receptor 
 8 	 CHEMBL1907	 Aminopeptidase N 
 9 	 CHEMBL205	 Carbonic anhydrase II 
 10 	 CHEMBL261	 Carbonic anhydrase I 
 11 	 CHEMBL3025	 Carbonic anhydrase VI 
 12 	 CHEMBL3242	 Carbonic anhydrase XII 
 13 	 CHEMBL3594	 Carbonic anhydrase IX 
 14 	 CHEMBL2326	 Carbonic anhydrase VII 
 15 	 CHEMBL3510	 Carbonic anhydrase XIV 
 16 	 CHEMBL3969	 Carbonic anhydrase VB 
 17 	 CHEMBL4789	 Carbonic anhydrase VA 
 18 	 CHEMBL4681	 Aldo-keto-reductase family 1 member C3 
 19 	 CHEMBL2888	 Metabotropic glutamate receptor 3 
 20 	 CHEMBL5137	 Metabotropic glutamate receptor 2 
