 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3250	 Lysophosphatidic acid receptor Edg-7 
 2 	 CHEMBL3724	 Lysophosphatidic acid receptor Edg-4 
 3 	 CHEMBL261	 Carbonic anhydrase I 
 4 	 CHEMBL333	 Matrix metalloproteinase-2 
 5 	 CHEMBL3819	 Lysophosphatidic acid receptor Edg-2 
 6 	 CHEMBL3729	 Carbonic anhydrase IV 
 7 	 CHEMBL205	 Carbonic anhydrase II 
 8 	 CHEMBL1821	 Muscarinic acetylcholine receptor M4 
 9 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 10 	 CHEMBL3594	 Carbonic anhydrase IX 
 11 	 CHEMBL220	 Acetylcholinesterase 
 12 	 CHEMBL309	 Muscarinic acetylcholine receptor M2 
 13 	 CHEMBL3561	 GABA receptor rho-1 subunit 
 14 	 CHEMBL230	 Cyclooxygenase-2 
 15 	 CHEMBL3242	 Carbonic anhydrase XII 
 16 	 CHEMBL335	 Protein-tyrosine phosphatase 1B 
 17 	 CHEMBL2163175	 Gamma-butyrobetaine dioxygenase 
 18 	 CHEMBL221	 Cyclooxygenase-1 
 19 	 CHEMBL320	 Muscarinic acetylcholine receptor M3 
 20 	 CHEMBL2753	 GABA-B receptor 1 
