 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3687	 Arachidonate 12-lipoxygenase 
 2 	 CHEMBL1935	 Aldehyde dehydrogenase 
 3 	 CHEMBL206	 Estrogen receptor alpha 
 4 	 CHEMBL2326	 Carbonic anhydrase VII 
 5 	 CHEMBL242	 Estrogen receptor beta 
 6 	 CHEMBL3242	 Carbonic anhydrase XII 
 7 	 CHEMBL3729	 Carbonic anhydrase IV 
 8 	 CHEMBL1697668	 Solute carrier organic anion transporter family member 1B1 
 9 	 CHEMBL1743121	 Solute carrier organic anion transporter family member 1B3 
 10 	 CHEMBL1835	 Thromboxane-A synthase 
 11 	 CHEMBL1951	 Monoamine oxidase A 
 12 	 CHEMBL203	 Epidermal growth factor receptor erbB1 
 13 	 CHEMBL2074	 Maltase-glucoamylase 
 14 	 CHEMBL224	 Serotonin 2a (5-HT2a) receptor 
 15 	 CHEMBL225	 Serotonin 2c (5-HT2c) receptor 
 16 	 CHEMBL251	 Adenosine A2a receptor 
 17 	 CHEMBL318	 Adenosine A1 receptor 
 18 	 CHEMBL3181	 Estradiol 17-beta-dehydrogenase 1 
 19 	 CHEMBL3257	 Aldehyde oxidase 
 20 	 CHEMBL3429	 Estrogen-related receptor alpha 
