 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL1929	 Xanthine dehydrogenase 
 2 	 CHEMBL251	 Adenosine A2a receptor 
 3 	 CHEMBL255	 Adenosine A2b receptor 
 4 	 CHEMBL318	 Adenosine A1 receptor 
 5 	 CHEMBL3106	 Thymidine phosphorylase 
 6 	 CHEMBL2395	 Purine-nucleoside phosphorylase 
 7 	 CHEMBL4338	 Purine nucleoside phosphorylase 
 8 	 CHEMBL1075104	 Leucine-rich repeat serine/threonine-protein kinase 2 
 9 	 CHEMBL2007	 Platelet-derived growth factor receptor alpha 
 10 	 CHEMBL2185	 Serine/threonine-protein kinase Aurora-B 
 11 	 CHEMBL2292	 Dual-specificity tyrosine-phosphorylation regulated kinase 1A 
 12 	 CHEMBL2793	 Casein kinase I alpha 
 13 	 CHEMBL4036	 Cyclin-dependent kinase 5 
 14 	 CHEMBL4203	 Dual specificity protein kinase CLK4 
 15 	 CHEMBL5627	 Leukocyte tyrosine kinase receptor 
 16 	 CHEMBL5719	 Cell division protein kinase 8 
 17 	 CHEMBL3229	 Anandamide amidohydrolase 
 18 	 CHEMBL4461	 NAD-dependent deacetylase sirtuin 3 
 19 	 CHEMBL4462	 NAD-dependent deacetylase sirtuin 2 
 20 	 CHEMBL3105	 Poly [ADP-ribose] polymerase-1 
