 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL3785	 Hydroxycarboxylic acid receptor 2 
 2 	 CHEMBL205	 Carbonic anhydrase II 
 3 	 CHEMBL261	 Carbonic anhydrase I 
 4 	 CHEMBL2265	 Acyl coenzyme A:cholesterol acyltransferase 
 5 	 CHEMBL3180	 Carboxylesterase 2 
 6 	 CHEMBL262	 Glycogen synthase kinase-3 beta 
 7 	 CHEMBL1892	 Glutamate carboxypeptidase II 
 8 	 CHEMBL2326	 Carbonic anhydrase VII 
 9 	 CHEMBL3242	 Carbonic anhydrase XII 
 10 	 CHEMBL3510	 Carbonic anhydrase XIV 
 11 	 CHEMBL3594	 Carbonic anhydrase IX 
 12 	 CHEMBL1865	 Histone deacetylase 6 
 13 	 CHEMBL312	 Arachidonate 5-lipoxygenase 
 14 	 CHEMBL5282	 Cytochrome P450 2A6 
 15 	 CHEMBL3148	 Gamma-amino-N-butyrate transaminase 
 16 	 CHEMBL5485	 D-amino-acid oxidase 
 17 	 CHEMBL1937	 Histone deacetylase 2 
 18 	 CHEMBL3192	 Histone deacetylase 8 
 19 	 CHEMBL242	 Estrogen receptor beta 
 20 	 CHEMBL220	 Acetylcholinesterase 
